Geneid	Genename	length
ENSG00000164363	SLC6A18	20810
ENSG00000164362	TERT	41882
ENSG00000049656	CLPTM1L	13978
ENSG00000142319	SLC6A3	52648
ENSG00000153395	LPCAT1	67484
ENSG00000171421	MRPL36	923
ENSG00000145494	NDUFS6	13286
ENSG00000113430	IRX4	9772
ENSG00000170561	IRX2	5514
ENSG00000170549	IRX1	5573
ENSG00000145536	ADAMTS16	179976
ENSG00000164151	ICE1	67545
ENSG00000133398	MED10	6675
ENSG00000215218	UBE2QL1	47866
ENSG00000037474	NSUN2	22250
ENSG00000145545	SRD5A1	40948
ENSG00000112941	TENT4A	43614
ENSG00000078295	ADCY2	33915
ENSG00000215217	C5orf49	20757
ENSG00000124275	MTRR	32022
ENSG00000124279	FASTKD3	9874
ENSG00000112902	SEMA5A	511044
ENSG00000169777	TAS2R1	3006
ENSG00000150756	ATPSCKMT	24383
ENSG00000150753	CCT5	16111
ENSG00000164237	CMBL	30309
ENSG00000145495	MARCH6	86695
ENSG00000145491	ROPN1L	23502
ENSG00000164236	ANKRD33B	93748
ENSG00000112977	DAP	82006
ENSG00000169862	CTNND2	932612
ENSG00000039139	DNAH5	254362
ENSG00000038382	TRIO	366864
ENSG00000145569	OTULINL	34390
ENSG00000154124	OTULIN	35134
ENSG00000154122	ANKH	166980
ENSG00000183580	FBXL7	439615
ENSG00000183654	MARCH11	112654
ENSG00000173545	ZNF622	14283
ENSG00000154153	RETREG1	143928
ENSG00000145555	MYO10	274364
ENSG00000176788	BASP1	59205
ENSG00000249662	LINC02218	42821
ENSG00000268799	AC106774.4	1111
ENSG00000284373	TAF11L2	598
ENSG00000284439	TAF11L3	598
ENSG00000284283	TAF11L4	598
ENSG00000284234	TAF11L5	598
ENSG00000284042	TAF11L6	598
ENSG00000284465	TAF11L7	598
ENSG00000283967	TAF11L8	598
ENSG00000283988	TAF11L9	598
ENSG00000284356	TAF11L10	598
ENSG00000283740	TAF11L11	1202
ENSG00000249156	TAF11L12	1089
ENSG00000283776	TAF11L13	598
ENSG00000250782	TAF11L14	595
ENSG00000269466	H3.Y	983
ENSG00000145526	CDH18	516906
ENSG00000154162	CDH12	1102673
ENSG00000164256	PRDM9	20486
ENSG00000040731	CDH10	157880
ENSG00000113100	CDH9	157991
ENSG00000113361	CDH6	135462
ENSG00000113360	DROSHA	131601
ENSG00000082213	C5orf22	22754
ENSG00000133401	PDZD2	471803
ENSG00000113384	GOLPH3	49605
ENSG00000150712	MTMR12	85934
ENSG00000056097	ZFR	90392
ENSG00000113387	SUB1	6209
ENSG00000113389	NPR3	80401
ENSG00000113407	TARS	27123
ENSG00000151388	ADAMTS12	368457
ENSG00000182631	RXFP3	2534
ENSG00000164175	SLC45A2	38777
ENSG00000242110	AMACR	21887
ENSG00000082196	C1QTNF3	25357
ENSG00000039560	RAI14	176143
ENSG00000205838	TTC23L	30685
ENSG00000113456	RAD1	10246
ENSG00000113460	BRIX1	6211
ENSG00000168724	DNAJC21	29373
ENSG00000113492	AGXT2	49849
ENSG00000113494	PRLR	174787
ENSG00000152582	SPEF2	173214
ENSG00000168685	IL7R	22714
ENSG00000152611	CAPSL	34486
ENSG00000145626	UGT3A1	38499
ENSG00000168671	UGT3A2	31863
ENSG00000164187	LMBRD2	53482
ENSG00000145604	SKP2	22770
ENSG00000152620	NADK2	49338
ENSG00000164188	RANBP3L	54991
ENSG00000079215	SLC1A3	81864
ENSG00000164190	NIPBL	189646
ENSG00000197603	CPLANE1	143143
ENSG00000113569	NUP155	82971
ENSG00000082068	WDR70	373386
ENSG00000168621	GDNF	27366
ENSG00000164318	EGFLAM	206923
ENSG00000113594	LIFR	81980
ENSG00000145623	OSMR	89631
ENSG00000164327	RICTOR	136481
ENSG00000082074	FYB1	114313
ENSG00000113600	C9	80357
ENSG00000153071	DAB2	53560
ENSG00000113638	TTC33	44387
ENSG00000171522	PTGER4	13822
ENSG00000132356	PRKAA1	38821
ENSG00000145592	RPL37	9962
ENSG00000132357	CARD6	13989
ENSG00000112936	C7	75148
ENSG00000171495	MROH2B	73324
ENSG00000039537	C6	71418
ENSG00000182836	PLCXD3	203651
ENSG00000083720	OXCT1	140362
ENSG00000205765	C5orf51	17294
ENSG00000151876	FBXO4	9833
ENSG00000112964	GHR	298441
ENSG00000198865	CCDC152	45623
ENSG00000250722	SELENOP	12011
ENSG00000177721	ANXA2R	3939
ENSG00000172262	ZNF131	54651
ENSG00000177453	NIM1K	87998
ENSG00000112972	HMGCS1	25944
ENSG00000151882	CCL28	33200
ENSG00000151881	TMEM267	39586
ENSG00000172244	C5orf34	28441
ENSG00000172239	PAIP1	30812
ENSG00000112992	NNT	104684
ENSG00000070193	FGF10	89175
ENSG00000112996	MRPS30	5211
ENSG00000164588	HCN1	441434
ENSG00000170571	EMB	45098
ENSG00000151883	PARP8	179884
ENSG00000016082	ISL1	11284
ENSG00000152684	PELO	16130
ENSG00000213949	ITGA1	171295
ENSG00000164171	ITGA2	105429
ENSG00000164172	MOCS2	14080
ENSG00000134363	FST	6482
ENSG00000164258	NDUFS4	122693
ENSG00000185305	ARL15	426633
ENSG00000169271	HSPB3	680
ENSG00000178996	SNX18	28829
ENSG00000164283	ESM1	7728
ENSG00000113088	GZMK	10316
ENSG00000145649	GZMA	7608
ENSG00000164287	CDC20B	60208
ENSG00000164294	GPX8	7128
ENSG00000234602	MCIDAS	7753
ENSG00000152669	CCNO	2447
ENSG00000067248	DHX29	51641
ENSG00000039123	MTREX	117592
ENSG00000067113	PLPP1	110117
ENSG00000177058	SLC38A9	39020
ENSG00000152670	DDX4	79098
ENSG00000164509	IL31RA	71495
ENSG00000134352	IL6ST	59870
ENSG00000164512	ANKRD55	133652
ENSG00000095015	MAP3K1	80605
ENSG00000155542	SETD9	7754
ENSG00000155545	MIER3	32520
ENSG00000062194	GPBP1	90733
ENSG00000169067	ACTBL2	2795
ENSG00000145632	PLK2	6154
ENSG00000175857	GAPT	5611
ENSG00000152932	RAB3C	276321
ENSG00000113448	PDE4D	924690
ENSG00000035499	DEPDC1B	103256
ENSG00000164181	ELOVL7	92424
ENSG00000049167	ERCC8	78618
ENSG00000164182	NDUFAF2	180865
ENSG00000188725	SMIM15	4766
ENSG00000130449	ZSWIM6	213916
ENSG00000068796	KIF2A	84821
ENSG00000086189	DIMT1	56647
ENSG00000086200	IPO11	215821
ENSG00000186105	LRRC70	2629
ENSG00000178394	HTR1A	4573
ENSG00000164197	RNF180	207028
ENSG00000186479	RGS7BP	106306
ENSG00000145642	SHISAL2B	27650
ENSG00000153006	SREK1IP1	50545
ENSG00000153015	CWC27	39618
ENSG00000049192	ADAMTS6	333184
ENSG00000123219	CENPK	45404
ENSG00000113593	PPWD1	24304
ENSG00000113595	TRIM23	34645
ENSG00000253251	SHLD3	5903
ENSG00000113597	TRAPPC13	41072
ENSG00000197860	SGTB	56183
ENSG00000123213	NLN	107080
ENSG00000112851	ERBIN	155973
ENSG00000153914	SREK1	17298
ENSG00000069020	MAST4	573236
ENSG00000134061	CD180	17188
ENSG00000145675	PIK3R1	86067
ENSG00000145740	SLC30A5	37118
ENSG00000134057	CCNB1	11097
ENSG00000153044	CENPH	20776
ENSG00000134056	MRPS36	12400
ENSG00000134058	CDK7	42223
ENSG00000183323	CCDC125	52628
ENSG00000085231	AK6	18538
ENSG00000273841	TAF9	5271
ENSG00000152942	RAD17	44997
ENSG00000152939	MARVELD2	29216
ENSG00000197822	OCLN	65814
ENSG00000183474	GTF2H2C	35032
ENSG00000205572	SERF1B	17864
ENSG00000205571	SMN2	27941
ENSG00000172058	SERF1A	17845
ENSG00000172062	SMN1	27943
ENSG00000249437	NAIP	57175
ENSG00000145736	GTF2H2	34933
ENSG00000145734	BDP1	112171
ENSG00000131844	MCCC2	15643
ENSG00000164326	CARTPT	1471
ENSG00000131711	MAP1B	102092
ENSG00000113048	MRPS27	10026
ENSG00000049883	PTCD2	48024
ENSG00000178175	ZNF366	67509
ENSG00000083312	TNPO1	100423
ENSG00000157107	FCHO2	134483
ENSG00000157111	TMEM171	11242
ENSG00000164325	TMEM174	1952
ENSG00000251493	FOXD1	2513
ENSG00000145741	BTF3	3535
ENSG00000164331	ANKRA2	13451
ENSG00000164338	UTP15	17639
ENSG00000214944	ARHGEF28	22846
ENSG00000171617	ENC1	13153
ENSG00000049860	HEXB	81267
ENSG00000164347	GFM2	45849
ENSG00000164346	NSA2	12866
ENSG00000198780	FAM169A	89394
ENSG00000176928	GCNT4	5555
ENSG00000145700	ANKRD31	168583
ENSG00000113161	HMGCR	26781
ENSG00000113163	CERT1	143145
ENSG00000122008	POLK	89390
ENSG00000189045	ANKDD1B	60395
ENSG00000152359	POC5	43315
ENSG00000122012	SV2C	250575
ENSG00000145703	IQGAP2	304849
ENSG00000164220	F2RL2	7923
ENSG00000181104	F2R	19646
ENSG00000164251	F2RL1	16287
ENSG00000171643	S100Z	71638
ENSG00000145708	CRHBP	16428
ENSG00000164252	AGGF1	34832
ENSG00000132846	ZBED3	15215
ENSG00000113231	PDE8B	217578
ENSG00000164253	WDR41	61385
ENSG00000171540	OTP	10003
ENSG00000171530	TBCA	85061
ENSG00000132842	AP3B1	292368
ENSG00000085365	SCAMP1	120124
ENSG00000145685	LHFPL2	163544
ENSG00000113273	ARSB	208103
ENSG00000132837	DMGDH	72112
ENSG00000132840	BHMT2	20304
ENSG00000145692	BHMT	20481
ENSG00000152409	JMY	91082
ENSG00000152413	HOMER1	141500
ENSG00000164329	TENT2	75807
ENSG00000164309	CMYA5	110388
ENSG00000177034	MTX3	14548
ENSG00000113296	THBS4	47941
ENSG00000164300	SERINC5	117323
ENSG00000164299	SPZ1	1842
ENSG00000039319	ZFYVE16	75317
ENSG00000152380	FAM151B	54058
ENSG00000189127	ANKRD34B	13527
ENSG00000228716	DHFR	28759
ENSG00000113318	MSH3	222043
ENSG00000113319	RASGRF2	269801
ENSG00000131730	CKMT2	33075
ENSG00000131732	ZCCHC9	11696
ENSG00000172497	ACOT12	64140
ENSG00000145687	SSBP2	338234
ENSG00000152348	ATG10	284112
ENSG00000186468	RPS23	5036
ENSG00000174695	TMEM167A	24550
ENSG00000152422	XRCC4	276262
ENSG00000038427	VCAN	110560
ENSG00000145681	HAPLN1	83052
ENSG00000164176	EDIL3	444328
ENSG00000127184	COX7C	2807
ENSG00000145715	RASA1	124033
ENSG00000134480	CCNH	17879
ENSG00000164180	TMEM161B	73681
ENSG00000081189	MEF2C	166069
ENSG00000153140	CETN3	17501
ENSG00000176055	MBLAC2	16564
ENSG00000113356	POLR3G	39695
ENSG00000176018	LYSMD3	13960
ENSG00000164199	ADGRV1	605642
ENSG00000113369	ARRDC3	14688
ENSG00000175745	NR2F1	11391
ENSG00000113391	FAM172A	493940
ENSG00000248483	POU5F2	8382
ENSG00000185261	KIAA0825	467755
ENSG00000133302	SLF1	78954
ENSG00000175471	MCTP1	579477
ENSG00000153347	FAM81B	59077
ENSG00000198677	TTC37	93224
ENSG00000164291	ARSK	50003
ENSG00000178015	GPR150	2057
ENSG00000175449	RFESD	10256
ENSG00000145757	SPATA9	30831
ENSG00000164292	RHOBTB3	65027
ENSG00000173221	GLRX	5525
ENSG00000118985	ELL2	76755
ENSG00000175426	PCSK1	42917
ENSG00000153113	CAST	112448
ENSG00000164307	ERAP1	47292
ENSG00000164308	ERAP2	43205
ENSG00000113441	LNPEP	101435
ENSG00000145721	LIX1	50746
ENSG00000058729	RIOK2	22382
ENSG00000174136	RGMB	27201
ENSG00000153922	CHD1	75024
ENSG00000174132	FAM174A	51369
ENSG00000113532	ST8SIA4	96351
ENSG00000173930	SLCO4C1	62300
ENSG00000205359	SLCO6A1	127229
ENSG00000145730	PAM	274413
ENSG00000145723	GIN1	34140
ENSG00000145725	PPIP5K2	92601
ENSG00000181751	C5orf30	19899
ENSG00000112874	NUDT12	13936
ENSG00000184349	EFNA5	294045
ENSG00000145743	FBXL17	523065
ENSG00000151422	FER	448946
ENSG00000198961	PJA2	75254
ENSG00000112893	MAN2A1	179700
ENSG00000186952	TMEM232	295872
ENSG00000164209	SLC25A46	11861
ENSG00000145777	TSLP	6733
ENSG00000134987	WDR36	38788
ENSG00000152495	CAMK4	270504
ENSG00000164211	STARD4	16504
ENSG00000134986	NREP	94575
ENSG00000129595	EPB41L4A	256660
ENSG00000134982	APC	108356
ENSG00000153037	SRP19	37078
ENSG00000129625	REEP5	45844
ENSG00000172795	DCP2	45399
ENSG00000171444	MCC	466349
ENSG00000212122	TSSK1B	2438
ENSG00000047188	YTHDC2	14021
ENSG00000080709	KCNN2	440433
ENSG00000152503	TRIM36	45138
ENSG00000164219	PGGT1B	58867
ENSG00000164221	CCDC112	29466
ENSG00000145780	FEM1C	23869
ENSG00000243414	TICAM2	23985
ENSG00000134970	TMED7	12828
ENSG00000129596	CDO1	11928
ENSG00000145782	ATG12	13367
ENSG00000177879	AP3S1	62144
ENSG00000172901	LVRN	65133
ENSG00000268223	ARL14EPL	27796
ENSG00000145781	COMMD10	208264
ENSG00000092421	SEMA6A	131270
ENSG00000169570	DTWD2	152475
ENSG00000172869	DMXL1	178042
ENSG00000145779	TNFAIP8	43671
ENSG00000133835	HSD17B4	92457
ENSG00000164334	FAM170A	6264
ENSG00000184838	PRR16	223010
ENSG00000181867	FTMT	953
ENSG00000151304	SRFBP1	66660
ENSG00000113083	LOX	15066
ENSG00000164185	ZNF474	24025
ENSG00000250803	AC010255.3	23775
ENSG00000064692	SNCAIP	151877
ENSG00000205302	SNX2	59465
ENSG00000064652	SNX24	163594
ENSG00000168938	PPIC	13477
ENSG00000061455	PRDM6	105027
ENSG00000168944	CEP120	55756
ENSG00000151292	CSNK1G3	104943
ENSG00000168916	ZNF608	109726
ENSG00000155324	GRAMD2B	71227
ENSG00000164904	ALDH7A1	53380
ENSG00000164902	PHAX	26307
ENSG00000196900	TEX43	4581
ENSG00000113368	LMNB1	60393
ENSG00000173926	MARCH3	162846
ENSG00000164241	C5orf63	28273
ENSG00000145794	MEGF10	170428
ENSG00000164244	PRRC1	34502
ENSG00000205279	CTXN3	9588
ENSG00000230561	CCDC192	238118
ENSG00000064651	SLC12A2	105913
ENSG00000138829	FBN2	401150
ENSG00000113396	SLC27A6	68149
ENSG00000066583	ISOC1	19281
ENSG00000145808	ADAMTS19	278387
ENSG00000186367	MINAR2	18640
ENSG00000198108	CHSY3	282171
ENSG00000169567	HINT1	6047
ENSG00000186687	LYRM7	34486
ENSG00000158985	CDC42SE2	130621
ENSG00000158987	RAPGEF6	211310
ENSG00000217128	FNIP1	155350
ENSG00000239642	MEIKIN	138675
ENSG00000164398	ACSL6	27048
ENSG00000164399	IL3	2551
ENSG00000164400	CSF2	2383
ENSG00000072682	P4HA2	37708
ENSG00000131435	PDLIM4	15760
ENSG00000197208	SLC22A4	49798
ENSG00000197375	SLC22A5	19527
ENSG00000125347	IRF1	5949
ENSG00000113525	IL5	1856
ENSG00000113522	RAD50	89374
ENSG00000169194	IL13	2161
ENSG00000113520	IL4	8692
ENSG00000131437	KIF3A	45012
ENSG00000205089	CCNI2	6960
ENSG00000164402	SEPTIN8	21422
ENSG00000198944	SOWAHA	3486
ENSG00000164403	SHROOM1	8508
ENSG00000164404	GDF9	5458
ENSG00000164405	UQCRQ	2207
ENSG00000164406	LEAP2	1256
ENSG00000072364	AFF4	88241
ENSG00000155329	ZCCHC10	29566
ENSG00000170606	HSPA4	54438
ENSG00000053108	FSTL4	416088
ENSG00000113583	C5orf15	13117
ENSG00000213585	VDAC1	32892
ENSG00000081059	TCF7	32633
ENSG00000113558	SKP1	28017
ENSG00000113575	PPP2CA	31743
ENSG00000006837	CDKL3	68749
ENSG00000119048	UBE2B	20541
ENSG00000237190	CDKN2AIPNL	9818
ENSG00000043143	JADE2	57559
ENSG00000152700	SAR1B	31681
ENSG00000113615	SEC24A	79126
ENSG00000164615	CAMLG	12057
ENSG00000145833	DDX46	72344
ENSG00000181904	C5orf24	13769
ENSG00000113621	TXNDC15	27266
ENSG00000132570	PCBD2	64542
ENSG00000152705	CATSPER3	43791
ENSG00000069011	PITX1	6496
ENSG00000113648	H2AFY	28522
ENSG00000251380	DCANP1	3136
ENSG00000255833	TIFAB	8127
ENSG00000181965	NEUROG1	1684
ENSG00000145824	CXCL14	8598
ENSG00000145832	SLC25A48	310570
ENSG00000145839	IL9	3597
ENSG00000145826	LECT2	8081
ENSG00000120708	TGFBI	9446
ENSG00000113658	SMAD5	49890
ENSG00000271824	SMIM32	1696
ENSG00000069018	TRPC7	152802
ENSG00000152377	SPOCK1	524030
ENSG00000146021	KLHL3	103812
ENSG00000177733	HNRNPA0	8714
ENSG00000120729	MYOT	19993
ENSG00000078795	PKD2L2	51049
ENSG00000031003	FAM13B	95073
ENSG00000061492	WNT8A	7510
ENSG00000112981	NME5	24255
ENSG00000112983	BRD8	38862
ENSG00000112984	KIF20A	8613
ENSG00000094880	CDC23	25675
ENSG00000146013	GFRA3	22243
ENSG00000158402	CDC25C	46294
ENSG00000120709	FAM53C	11465
ENSG00000120733	KDM3B	84344
ENSG00000132563	REEP2	7910
ENSG00000120738	EGR1	3826
ENSG00000120705	ETF1	37136
ENSG00000113013	HSPA9	20535
ENSG00000044115	CTNNA1	181617
ENSG00000146006	LRRTM2	6416
ENSG00000120725	SIL1	251564
ENSG00000280987	MATR3	57569
ENSG00000015479	MATR3	20396
ENSG00000120727	PAIP2	27280
ENSG00000170482	SLC23A1	16098
ENSG00000170476	MZB1	2316
ENSG00000228672	PROB1	4514
ENSG00000170469	SPATA24	7527
ENSG00000170464	DNAJC18	29324
ENSG00000249751	ECSCR	14185
ENSG00000283288	SMIM33	2698
ENSG00000184584	TMEM173	7166
ENSG00000131508	UBE2D2	67097
ENSG00000171604	CXXC5	35535
ENSG00000146005	PSD2	48660
ENSG00000158458	NRG2	196520
ENSG00000185129	PURA	11512
ENSG00000182700	IGIP	3457
ENSG00000120306	CYSTM1	106866
ENSG00000113068	PFDN1	58068
ENSG00000113070	HBEGF	13762
ENSG00000113073	SLC4A9	14949
ENSG00000131503	ANKHD1	138018
ENSG00000213523	SRA1	6914
ENSG00000243056	EIF4EBP3	1916
ENSG00000113108	APBB3	6329
ENSG00000176087	SLC35A4	4211
ENSG00000170458	CD14	1975
ENSG00000131495	NDUFA2	2299
ENSG00000113119	TMCO6	4104
ENSG00000113141	IK	2326
ENSG00000120314	WDR55	7443
ENSG00000256453	DND1	2784
ENSG00000170445	HARS	18356
ENSG00000112855	HARS2	7784
ENSG00000146007	ZMAT2	6241
ENSG00000204970	PCDHA1	226209
ENSG00000204969	PCDHA2	217497
ENSG00000255408	PCDHA3	211292
ENSG00000204967	PCDHA4	10558
ENSG00000204965	PCDHA5	190736
ENSG00000081842	PCDHA6	184389
ENSG00000204963	PCDHA7	178080
ENSG00000204962	PCDHA8	171162
ENSG00000204961	PCDHA9	6901
ENSG00000250120	PCDHA10	12359
ENSG00000249158	PCDHA11	143392
ENSG00000251664	PCDHA12	136994
ENSG00000239389	PCDHA13	130225
ENSG00000248383	PCDHAC1	86050
ENSG00000243232	PCDHAC2	45873
ENSG00000171815	PCDHB1	7974
ENSG00000112852	PCDHB2	4090
ENSG00000113205	PCDHB3	3356
ENSG00000081818	PCDHB4	3807
ENSG00000113209	PCDHB5	3411
ENSG00000113211	PCDHB6	3232
ENSG00000113212	PCDHB7	3741
ENSG00000120322	PCDHB8	2751
ENSG00000272674	PCDHB16	3841
ENSG00000177839	PCDHB9	4382
ENSG00000120324	PCDHB10	3296
ENSG00000197479	PCDHB11	4154
ENSG00000120328	PCDHB12	3854
ENSG00000187372	PCDHB13	5062
ENSG00000120327	PCDHB14	4418
ENSG00000113248	PCDHB15	3972
ENSG00000178913	TAF7	2296
ENSG00000120329	SLC25A2	1416
ENSG00000204956	PCDHGA1	182463
ENSG00000081853	PCDHGA2	174217
ENSG00000254245	PCDHGA3	169148
ENSG00000254221	PCDHGB1	162878
ENSG00000262576	PCDHGA4	157956
ENSG00000253910	PCDHGB2	152983
ENSG00000253485	PCDHGA5	148815
ENSG00000262209	PCDHGB3	142735
ENSG00000253731	PCDHGA6	5651
ENSG00000253537	PCDHGA7	130235
ENSG00000253953	PCDHGB4	125279
ENSG00000253767	PCDHGA8	6481
ENSG00000276547	PCDHGB5	115030
ENSG00000261934	PCDHGA9	110199
ENSG00000253305	PCDHGB6	4602
ENSG00000253846	PCDHGA10	99990
ENSG00000254122	PCDHGB7	95300
ENSG00000253873	PCDHGA11	91926
ENSG00000253159	PCDHGA12	82470
ENSG00000240184	PCDHGC3	37011
ENSG00000242419	PCDHGC4	27947
ENSG00000240764	PCDHGC5	23896
ENSG00000131504	DIAPH1	104036
ENSG00000171720	HDAC3	14290
ENSG00000164620	RELL2	4069
ENSG00000197948	FCHSD1	12118
ENSG00000120318	ARAP3	28830
ENSG00000156453	PCDH1	25322
ENSG00000081791	DELE1	18178
ENSG00000113555	PCDH12	14623
ENSG00000013561	RNF14	21406
ENSG00000113552	GNPDA1	12118
ENSG00000131507	NDFIP1	11219
ENSG00000187678	SPRY4	5350
ENSG00000113578	FGF1	105893
ENSG00000145819	ARHGAP26	458636
ENSG00000113580	NR3C1	157583
ENSG00000158497	HMHB1	8557
ENSG00000145817	YIPF5	12499
ENSG00000183775	KCTD16	280411
ENSG00000186314	PRELID2	79000
ENSG00000204928	GRXCR2	14495
ENSG00000156463	SH3RF2	143916
ENSG00000173261	PLAC8L1	21266
ENSG00000133706	LARS	35796
ENSG00000091009	RBM27	85620
ENSG00000091010	POU4F3	2891
ENSG00000113649	TCERG1	64630
ENSG00000173250	GPR151	3048
ENSG00000156475	PPP2R2B	298017
ENSG00000169302	STK32A	152831
ENSG00000113657	DPYSL3	119262
ENSG00000176049	JAKMIP2	197292
ENSG00000164266	SPINK1	4551
ENSG00000164265	SCGB3A2	10175
ENSG00000178776	C5orf46	25766
ENSG00000178776	C5orf46	5232
ENSG00000133710	SPINK5	73319
ENSG00000196800	SPINK14	5667
ENSG00000178172	SPINK6	12344
ENSG00000248109	MARCOL	21843
ENSG00000214510	SPINK13	18076
ENSG00000145879	SPINK7	2055
ENSG00000204909	SPINK9	18521
ENSG00000145868	FBXO38	58880
ENSG00000164270	HTR4	172982
ENSG00000169252	ADRB2	2014
ENSG00000169247	SH3TC2	80914
ENSG00000173210	ABLIM3	118827
ENSG00000157510	AFAP1L1	71780
ENSG00000164284	GRPEL2	8966
ENSG00000145882	PCYOX1L	6586
ENSG00000127743	IL17B	5027
ENSG00000113712	CSNK1A1	58459
ENSG00000183111	ARHGEF37	53472
ENSG00000155846	PPARGC1B	124714
ENSG00000132915	PDE6A	86839
ENSG00000155850	SLC26A2	26644
ENSG00000164296	TIGD6	7538
ENSG00000113716	HMGXB3	53098
ENSG00000182578	CSF1R	60083
ENSG00000113721	PDGFRB	42008
ENSG00000113722	CDX1	17782
ENSG00000011083	SLC6A7	21003
ENSG00000070808	CAMK2A	70499
ENSG00000183876	ARSI	6564
ENSG00000070814	TCOF1	13288
ENSG00000019582	CD74	12712
ENSG00000164587	RPS14	5491
ENSG00000070614	NDST1	50082
ENSG00000171992	SYNPO	53154
ENSG00000164591	MYOZ3	18485
ENSG00000086589	RBM22	10272
ENSG00000132912	DCTN4	50579
ENSG00000256235	SMIM3	17931
ENSG00000237693	IRGM	2148
ENSG00000145908	ZNF300	10392
ENSG00000211445	GPX3	8556
ENSG00000145901	TNIP1	51139
ENSG00000197043	ANXA6	57075
ENSG00000198624	CCDC69	43042
ENSG00000196743	GM2A	17257
ENSG00000186334	SLC36A3	21118
ENSG00000186335	SLC36A2	32589
ENSG00000123643	SLC36A1	44778
ENSG00000086570	FAT2	87241
ENSG00000113140	SPARC	25821
ENSG00000177556	ATOX1	10112
ENSG00000145907	G3BP1	40857
ENSG00000145888	GLRA1	102340
ENSG00000132911	NMUR2	13735
ENSG00000155511	GRIA1	323201
ENSG00000055147	FAM114A2	48764
ENSG00000037749	MFAP3	18343
ENSG00000164574	GALNT10	230253
ENSG00000164576	SAP30L	15058
ENSG00000113196	HAND1	3257
ENSG00000155506	LARP1	62230
ENSG00000170271	FAXDC2	32117
ENSG00000155508	CNOT8	18542
ENSG00000082516	GEMIN5	50802
ENSG00000082515	MRPL22	28340
ENSG00000226650	KIF4B	4388
ENSG00000170624	SGCD	441044
ENSG00000231989	PPP1R2B	2235
ENSG00000145850	TIMD4	43936
ENSG00000113249	HAVCR1	28962
ENSG00000135077	HAVCR2	23214
ENSG00000155868	MED7	5443
ENSG00000113263	ITK	74258
ENSG00000170613	FAM71B	4420
ENSG00000055163	CYFIP2	129473
ENSG00000172568	FNDC9	4081
ENSG00000135074	ADAM19	98473
ENSG00000172548	NIPAL4	14511
ENSG00000039600	SOX30	26761
ENSG00000187658	C5orf52	8627
ENSG00000113272	THG1L	10031
ENSG00000155858	LSM11	16999
ENSG00000113282	CLINT1	73404
ENSG00000164330	EBF1	403998
ENSG00000145860	RNF145	52187
ENSG00000164332	UBLCP1	22748
ENSG00000113302	IL12B	15709
ENSG00000170214	ADRA1B	56532
ENSG00000113312	TTC1	11108
ENSG00000170234	PWWP2A	43543
ENSG00000170231	FABP6	24991
ENSG00000135083	CCNJL	63473
ENSG00000145861	C1QTNF2	22874
ENSG00000221886	ZBED8	6908
ENSG00000164609	SLU7	17442
ENSG00000164611	PTTG1	6831
ENSG00000118322	ATP10B	289093
ENSG00000145864	GABRB2	259485
ENSG00000145863	GABRA6	16873
ENSG00000022355	GABRA1	50425
ENSG00000113327	GABRG2	95514
ENSG00000113328	CCNG1	7423
ENSG00000170584	NUDCD2	13578
ENSG00000072571	HMMR	31311
ENSG00000038274	MAT2B	13715
ENSG00000145934	TENM2	509223
ENSG00000113645	WWC1	180660
ENSG00000113643	RARS	32832
ENSG00000188573	FBLL1	1331
ENSG00000120137	PANK3	30875
ENSG00000184347	SLIT3	639401
ENSG00000040275	SPDL1	21007
ENSG00000134516	DOCK2	446109
ENSG00000204767	INSYN2B	119194
ENSG00000168269	FOXI1	3839
ENSG00000234511	C5orf58	13783
ENSG00000043462	LCP2	51546
ENSG00000182132	KCNIP1	232596
ENSG00000145936	KCNMB1	14698
ENSG00000094755	GABRP	31367
ENSG00000204764	RANBP17	437999
ENSG00000164438	TLX3	2893
ENSG00000181163	NPM1	23042
ENSG00000156427	FGF18	37981
ENSG00000185662	SMIM23	10262
ENSG00000072803	FBXW11	145326
ENSG00000072786	STK10	146147
ENSG00000214360	EFCAB9	9284
ENSG00000168246	UBTD2	74120
ENSG00000174705	SH3PXD2B	121028
ENSG00000214357	NEURL1B	50279
ENSG00000120129	DUSP1	3101
ENSG00000113719	ERGIC1	6916
ENSG00000037241	RPL26L1	10830
ENSG00000113732	ATP6V0E1	51676
ENSG00000164463	CREBRF	82934
ENSG00000113734	BNIP1	19900
ENSG00000183072	NKX2-5	3099
ENSG00000113739	STC2	13693
ENSG00000145919	BOD1	9507
ENSG00000113742	CPEB4	73633
ENSG00000185056	C5orf47	16972
ENSG00000170091	NSG2	63475
ENSG00000120149	MSX2	6316
ENSG00000184845	DRD1	4148
ENSG00000164466	SFXN1	51184
ENSG00000113749	HRH2	27559
ENSG00000145920	CPLX2	87712
ENSG00000051596	THOC3	8063
ENSG00000182230	FAM153B	51263
ENSG00000170085	SIMC1	107626
ENSG00000122203	KIAA1191	15704
ENSG00000175414	ARL10	16424
ENSG00000048162	NOP16	2576
ENSG00000146066	HIGD2A	1012
ENSG00000175416	CLTB	23892
ENSG00000113194	FAF2	61691
ENSG00000146083	RNF44	10692
ENSG00000074276	CDHR2	53465
ENSG00000169258	GPRIN1	14356
ENSG00000074317	SNCB	10348
ENSG00000175766	EIF4E1B	15688
ENSG00000048140	TSPAN17	11558
ENSG00000113763	UNC5A	70381
