Geneid	tsid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENSMUSG00000022586	ENSMUST00000023250	3898	3	1159	386.33	2.0	2743.0	1371.5	1.0	372.0	372.0	1.0	381.0	381.0
ENSMUSG00000022587	ENSMUST00000169343	4856	5	2159	431.8	4.0	2705.0	676.25	3.0	554.0	184.67	1.0	1193.0	1193.0
ENSMUSG00000022589	ENSMUST00000167634	5310	9	1634	181.56	8.0	3692.0	461.5	1.0	88.0	88.0	1.0	30.0	30.0
ENSMUSG00000022589	ENSMUST00000238900	5310	9	1634	181.56	8.0	3692.0	461.5	1.0	94.0	94.0	1.0	30.0	30.0
ENSMUSG00000022591	ENSMUST00000023262	2823	1	2823	2823.0	0.0	0.0	0.0	1.0	971.0	971.0	1.0	1538.0	1538.0
ENSMUSG00000022594	ENSMUST00000023259	5196	4	4027	1006.75	3.0	1175.0	391.67	2.0	295.0	147.5	1.0	3380.0	3380.0
ENSMUSG00000022595	ENSMUST00000023260	2084	3	516	172.0	2.0	1572.0	786.0	1.0	43.0	43.0	1.0	88.0	88.0
ENSMUSG00000022596	ENSMUST00000190433	3718	3	2862	954.0	2.0	860.0	430.0	1.0	37.0	37.0	1.0	2491.0	2491.0
ENSMUSG00000022598	ENSMUST00000023265	2232	3	863	287.67	2.0	1373.0	686.5	1.0	17.0	17.0	1.0	473.0	473.0
ENSMUSG00000022601	ENSMUST00000050248	35032	11	4931	448.27	10.0	30121.0	3012.1	1.0	180.0	180.0	1.0	1589.0	1589.0
ENSMUSG00000022602	ENSMUST00000110009	3489	3	3057	1019.0	2.0	436.0	218.0	1.0	199.0	199.0	3.0	1668.0	556.0
ENSMUSG00000022603	ENSMUST00000023271	30326	27	3610	133.7	26.0	26768.0	1029.54	4.0	553.0	138.25	1.0	83.0	83.0
ENSMUSG00000022604	ENSMUST00000023270	34969	11	7922	720.18	10.0	27067.0	2706.7	1.0	61.0	61.0	1.0	5281.0	5281.0
ENSMUSG00000022607	ENSMUST00000110036	218091	32	4449	139.03	31.0	213704.0	6893.68	3.0	315.0	105.0	1.0	947.0	947.0
ENSMUSG00000022607	ENSMUST00000239146	218091	35	4575	130.71	34.0	213584.0	6281.88	3.0	315.0	105.0	1.0	947.0	947.0
ENSMUSG00000022610	ENSMUST00000230266	10069	11	1939	176.27	10.0	8150.0	815.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022613	ENSMUST00000023282	2619	10	1140	114.0	9.0	1497.0	166.33	1.0	106.0	106.0	1.0	168.0	168.0
ENSMUSG00000022614	ENSMUST00000023283	4657	14	2920	208.57	13.0	1763.0	135.62	1.0	211.0	211.0	1.0	588.0	588.0
ENSMUSG00000022615	ENSMUST00000023285	5110	11	2048	186.18	10.0	3082.0	308.2	2.0	66.0	33.0	2.0	559.0	279.5
ENSMUSG00000022617	ENSMUST00000023289	3534	11	1718	156.18	10.0	1836.0	183.6	1.0	300.0	300.0	1.0	224.0	224.0
ENSMUSG00000022619	ENSMUST00000023291	10557	12	5570	464.17	11.0	5009.0	455.36	1.0	309.0	309.0	1.0	2758.0	2758.0
ENSMUSG00000022620	ENSMUST00000165199	4951	9	3501	389.0	8.0	1466.0	183.25	2.0	1211.0	605.5	1.0	763.0	763.0
ENSMUSG00000022621	ENSMUST00000023294	9392	9	1649	183.22	8.0	7759.0	969.88	2.0	153.0	76.5	1.0	818.0	818.0
ENSMUSG00000022622	ENSMUST00000023295	6261	5	1509	301.8	4.0	4760.0	1190.0	1.0	37.0	37.0	1.0	158.0	158.0
ENSMUSG00000022623	ENSMUST00000109309	60640	22	7387	335.77	21.0	53295.0	2537.86	1.0	235.0	235.0	1.0	1939.0	1939.0
ENSMUSG00000022629	ENSMUST00000100304	116674	37	6476	175.03	36.0	110270.0	3063.06	1.0	247.0	247.0	1.0	1175.0	1175.0
ENSMUSG00000022629	ENSMUST00000109288	116674	33	6175	187.12	32.0	110563.0	3455.09	1.0	247.0	247.0	1.0	1175.0	1175.0
ENSMUSG00000022634	ENSMUST00000133736	52656	5	1875	375.0	4.0	50789.0	12697.25	1.0	154.0	154.0	3.0	1513.0	504.33
ENSMUSG00000022635	ENSMUST00000076070	12230	8	885	110.62	7.0	11359.0	1622.71	2.0	176.0	88.0	1.0	50.0	50.0
ENSMUSG00000022636	ENSMUST00000023312	205080	16	6052	378.25	15.0	199058.0	13270.53	1.0	1610.0	1610.0	2.0	2677.0	1338.5
ENSMUSG00000022637	ENSMUST00000114471	176825	18	6666	370.33	17.0	170193.0	10011.35	2.0	477.0	238.5	1.0	3357.0	3357.0
ENSMUSG00000022641	ENSMUST00000138166	240548	17	8760	515.29	16.0	231820.0	14488.75	4.0	308.0	77.0	1.0	5716.0	5716.0
ENSMUSG00000022650	ENSMUST00000023328	2038	4	700	175.0	3.0	1344.0	448.0	2.0	243.0	121.5	1.0	138.0	138.0
ENSMUSG00000022651	ENSMUST00000065666	1877	4	597	149.25	3.0	1286.0	428.67	2.0	89.0	44.5	1.0	153.0	153.0
ENSMUSG00000022652	ENSMUST00000023330	199665	27	3072	113.78	26.0	196645.0	7563.27	1.0	105.0	105.0	1.0	89.0	89.0
ENSMUSG00000022656	ENSMUST00000023335	109263	9	9125	1013.89	8.0	100154.0	12519.25	1.0	194.0	194.0	1.0	7391.0	7391.0
ENSMUSG00000022657	ENSMUST00000023336	84596	15	2199	146.6	14.0	82425.0	5887.5	1.0	160.0	160.0	1.0	217.0	217.0
ENSMUSG00000022658	ENSMUST00000096057	13380	4	1244	311.0	3.0	12142.0	4047.33	1.0	303.0	303.0	1.0	339.0	339.0
ENSMUSG00000022659	ENSMUST00000023339	12446	5	3320	664.0	4.0	9134.0	2283.5	1.0	110.0	110.0	1.0	2727.0	2727.0
ENSMUSG00000022661	ENSMUST00000163230	26920	6	2353	392.17	5.0	24577.0	4915.4	1.0	187.0	187.0	2.0	1326.0	663.0
ENSMUSG00000022663	ENSMUST00000023343	29755	12	2069	172.42	11.0	27708.0	2518.91	1.0	316.0	316.0	1.0	798.0	798.0
ENSMUSG00000022664	ENSMUST00000023344	19135	7	4240	605.71	6.0	14907.0	2484.5	2.0	347.0	173.5	1.0	2575.0	2575.0
ENSMUSG00000022665	ENSMUST00000099498	34467	9	4092	454.67	8.0	30391.0	3798.88	3.0	669.0	223.0	1.0	568.0	568.0
ENSMUSG00000022667	ENSMUST00000057488	29244	7	1899	271.29	6.0	27357.0	4559.5	1.0	274.0	274.0	1.0	639.0	639.0
ENSMUSG00000022668	ENSMUST00000162512	9597	6	3421	570.17	5.0	6186.0	1237.2	1.0	27.0	27.0	1.0	2532.0	2532.0
ENSMUSG00000022671	ENSMUST00000117136	14921	4	762	190.5	3.0	14165.0	4721.67	2.0	158.0	79.0	1.0	123.0	123.0
ENSMUSG00000022672	ENSMUST00000023352	204348	86	12733	148.06	85.0	191785.0	2256.29	0.0	0.0	0.0	1.0	261.0	261.0
ENSMUSG00000022673	ENSMUST00000023353	13505	16	3605	225.31	15.0	9930.0	662.0	1.0	221.0	221.0	1.0	781.0	781.0
ENSMUSG00000022674	ENSMUST00000229859	43698	6	1048	174.67	5.0	42660.0	8532.0	3.0	329.0	109.67	2.0	400.0	200.0
ENSMUSG00000022676	ENSMUST00000023356	3535	3	2024	674.67	2.0	1515.0	757.5	1.0	123.0	123.0	1.0	1090.0	1090.0
ENSMUSG00000022677	ENSMUST00000023357	18133	5	1470	294.0	4.0	16671.0	4167.75	1.0	55.0	55.0	1.0	887.0	887.0
ENSMUSG00000022678	ENSMUST00000023359	29655	9	2296	255.11	8.0	27375.0	3421.88	2.0	137.0	68.5	1.0	1118.0	1118.0
ENSMUSG00000022679	ENSMUST00000128757	46460	4	3093	773.25	3.0	43373.0	14457.67	1.0	105.0	105.0	1.0	2695.0	2695.0
ENSMUSG00000022680	ENSMUST00000023361	69981	24	4252	177.17	23.0	65775.0	2859.78	1.0	193.0	193.0	1.0	1667.0	1667.0
ENSMUSG00000022681	ENSMUST00000023362	16202	10	1185	118.5	9.0	15035.0	1670.56	1.0	106.0	106.0	1.0	138.0	138.0
ENSMUSG00000022682	ENSMUST00000023363	34128	18	3600	200.0	17.0	30562.0	1797.76	1.0	45.0	45.0	1.0	1568.0	1568.0
ENSMUSG00000022683	ENSMUST00000023364	15926	4	1427	356.75	3.0	14505.0	4835.0	1.0	573.0	573.0	1.0	396.0	396.0
ENSMUSG00000022684	ENSMUST00000023365	31756	8	3011	376.38	7.0	28759.0	4108.43	2.0	297.0	148.5	1.0	1356.0	1356.0
ENSMUSG00000022685	ENSMUST00000058884	130212	24	2930	122.08	23.0	127328.0	5536.0	1.0	142.0	142.0	1.0	891.0	891.0
ENSMUSG00000022686	ENSMUST00000164397	12521	6	4878	813.0	5.0	7653.0	1530.6	6.0	1157.0	192.83	1.0	2591.0	2591.0
ENSMUSG00000022687	ENSMUST00000114634	73850	19	4470	235.26	18.0	69416.0	3856.44	2.0	557.0	278.5	1.0	564.0	564.0
ENSMUSG00000022696	ENSMUST00000136381	92813	25	4429	177.16	24.0	88432.0	3684.67	1.0	464.0	464.0	1.0	1458.0	1458.0
ENSMUSG00000022698	ENSMUST00000161326	23515	5	4492	898.4	4.0	19031.0	4757.75	1.0	252.0	252.0	1.0	3727.0	3727.0
ENSMUSG00000022701	ENSMUST00000132859	74516	17	3796	223.29	16.0	70752.0	4422.0	3.0	402.0	134.0	1.0	903.0	903.0
ENSMUSG00000022701	ENSMUST00000178400	74516	16	3761	235.06	15.0	70785.0	4719.0	1.0	192.0	192.0	1.0	903.0	903.0
ENSMUSG00000022702	ENSMUST00000004222	93245	25	4243	169.72	24.0	89050.0	3710.42	1.0	418.0	418.0	1.0	754.0	754.0
ENSMUSG00000022704	ENSMUST00000146343	63781	9	1466	162.89	8.0	62331.0	7791.38	2.0	143.0	71.5	8.0	1117.0	139.62
ENSMUSG00000022705	ENSMUST00000229953	68908	8	1720	215.0	7.0	67202.0	9600.29	1.0	183.0	183.0	1.0	94.0	94.0
ENSMUSG00000022706	ENSMUST00000023391	4846	4	1284	321.0	3.0	3568.0	1189.33	1.0	340.0	340.0	1.0	321.0	321.0
ENSMUSG00000022707	ENSMUST00000163832	255769	16	3000	187.5	15.0	252799.0	16853.27	1.0	205.0	205.0	1.0	672.0	672.0
ENSMUSG00000022708	ENSMUST00000114694	734952	15	26916	1794.4	14.0	708064.0	50576.0	12.0	829.0	69.08	1.0	23859.0	23859.0
ENSMUSG00000022710	ENSMUST00000160405	102715	32	4777	149.28	31.0	98000.0	3161.29	2.0	130.0	65.0	1.0	1186.0	1186.0
ENSMUSG00000022711	ENSMUST00000230828	24713	9	1805	200.56	8.0	22924.0	2865.5	1.0	20.0	20.0	2.0	1050.0	525.0
ENSMUSG00000022715	ENSMUST00000023400	15863	4	1411	352.75	3.0	14458.0	4819.33	1.0	485.0	485.0	1.0	255.0	255.0
ENSMUSG00000022718	ENSMUST00000009321	35300	14	4334	309.57	13.0	30992.0	2384.0	2.0	426.0	213.0	1.0	1575.0	1575.0
ENSMUSG00000022721	ENSMUST00000140206	5891	11	3531	321.0	10.0	2380.0	238.0	1.0	349.0	349.0	1.0	1448.0	1448.0
ENSMUSG00000022722	ENSMUST00000023405	26220	8	1704	213.0	7.0	24530.0	3504.29	2.0	267.0	133.5	1.0	871.0	871.0
ENSMUSG00000022723	ENSMUST00000172910	108893	22	10476	476.18	21.0	98459.0	4688.52	1.0	87.0	87.0	1.0	1510.0	1510.0
ENSMUSG00000022724	ENSMUST00000023407	20688	10	2169	216.9	9.0	18537.0	2059.67	2.0	201.0	100.5	1.0	563.0	563.0
ENSMUSG00000022738	ENSMUST00000012279	1954	3	1175	391.67	2.0	783.0	391.5	1.0	57.0	57.0	1.0	511.0	511.0
ENSMUSG00000022742	ENSMUST00000232532	39799	2	616	308.0	1.0	39185.0	39185.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022744	ENSMUST00000023426	6343	5	2152	430.4	4.0	4199.0	1049.75	2.0	195.0	97.5	1.0	1193.0	1193.0
ENSMUSG00000022747	ENSMUST00000137035	55303	11	4134	375.82	10.0	51189.0	5118.9	3.0	614.0	204.67	1.0	2523.0	2523.0
ENSMUSG00000022748	ENSMUST00000114371	304848	10	1160	116.0	9.0	303706.0	33745.11	1.0	121.0	121.0	1.0	200.0	200.0
ENSMUSG00000022749	ENSMUST00000023431	62644	18	3708	206.0	17.0	58970.0	3468.82	1.0	139.0	139.0	1.0	1498.0	1498.0
ENSMUSG00000022750	ENSMUST00000165790	33689	7	2551	364.43	6.0	31150.0	5191.67	2.0	68.0	34.0	1.0	574.0	574.0
ENSMUSG00000022751	ENSMUST00000023432	10669	10	1296	129.6	9.0	9391.0	1043.44	1.0	46.0	46.0	1.0	411.0	411.0
ENSMUSG00000022752	ENSMUST00000166897	35004	12	5976	498.0	11.0	29050.0	2640.91	1.0	160.0	160.0	1.0	3970.0	3970.0
ENSMUSG00000022753	ENSMUST00000119407	26728	8	1404	175.5	7.0	25338.0	3619.71	2.0	98.0	49.0	1.0	272.0	272.0
ENSMUSG00000022754	ENSMUST00000023435	81007	6	2707	451.17	5.0	78310.0	15662.0	2.0	359.0	179.5	1.0	1523.0	1523.0
ENSMUSG00000022755	ENSMUST00000023437	71248	16	2714	169.62	15.0	68564.0	4570.93	1.0	195.0	195.0	1.0	147.0	147.0
ENSMUSG00000022756	ENSMUST00000232186	7512	3	443	147.67	2.0	7073.0	3536.5	3.0	213.0	71.0	0.0	0.0	0.0
ENSMUSG00000022757	ENSMUST00000065515	27120	8	1953	244.12	7.0	25181.0	3597.29	2.0	314.0	157.0	1.0	440.0	440.0
ENSMUSG00000022758	ENSMUST00000231806	15869	14	3396	242.57	13.0	12499.0	961.46	1.0	82.0	82.0	7.0	2447.0	349.57
ENSMUSG00000022759	ENSMUST00000023442	16784	8	2143	267.88	7.0	14655.0	2093.57	1.0	37.0	37.0	1.0	1020.0	1020.0
ENSMUSG00000022759	ENSMUST00000100123	16784	9	2240	248.89	8.0	14560.0	1820.0	1.0	37.0	37.0	1.0	1020.0	1020.0
ENSMUSG00000022760	ENSMUST00000100125	3156	5	1253	250.6	4.0	1911.0	477.75	1.0	113.0	113.0	1.0	207.0	207.0
ENSMUSG00000022761	ENSMUST00000023444	17647	21	3415	162.62	20.0	14272.0	713.6	1.0	341.0	341.0	1.0	541.0	541.0
ENSMUSG00000022762	ENSMUST00000067602	426133	18	6124	340.22	17.0	420043.0	24708.41	1.0	218.0	218.0	1.0	3376.0	3376.0
ENSMUSG00000022763	ENSMUST00000115685	17876	21	2378	113.24	20.0	15538.0	776.9	2.0	222.0	111.0	1.0	320.0	320.0
ENSMUSG00000022765	ENSMUST00000023449	24843	5	3452	690.4	4.0	21399.0	5349.75	1.0	138.0	138.0	1.0	2528.0	2528.0
ENSMUSG00000022766	ENSMUST00000023450	12206	5	2196	439.2	4.0	10018.0	2504.5	2.0	225.0	112.5	1.0	532.0	532.0
ENSMUSG00000022768	ENSMUST00000023452	8167	4	4214	1053.5	3.0	3959.0	1319.67	2.0	452.0	226.0	1.0	2135.0	2135.0
ENSMUSG00000022769	ENSMUST00000023453	2247	3	1111	370.33	2.0	1140.0	570.0	1.0	74.0	74.0	1.0	370.0	370.0
ENSMUSG00000022770	ENSMUST00000115205	211688	26	6169	237.27	25.0	205569.0	8222.76	2.0	79.0	39.5	1.0	3349.0	3349.0
ENSMUSG00000022771	ENSMUST00000023455	24704	21	2354	112.1	20.0	22390.0	1119.5	1.0	84.0	84.0	2.0	686.0	343.0
ENSMUSG00000022772	ENSMUST00000231360	43617	10	6342	634.2	9.0	37293.0	4143.67	2.0	329.0	164.5	1.0	3756.0	3756.0
ENSMUSG00000022773	ENSMUST00000035682	17042	5	3327	665.4	4.0	13723.0	3430.75	2.0	833.0	416.5	1.0	2135.0	2135.0
ENSMUSG00000022774	ENSMUST00000126215	13177	4	578	144.5	3.0	12605.0	4201.67	1.0	45.0	45.0	1.0	33.0	33.0
ENSMUSG00000022779	ENSMUST00000232581	22230	19	2969	156.26	18.0	19297.0	1072.06	3.0	275.0	91.67	1.0	90.0	90.0
ENSMUSG00000022780	ENSMUST00000023464	20212	16	4149	259.31	15.0	16093.0	1072.87	1.0	118.0	118.0	1.0	1800.0	1800.0
ENSMUSG00000022781	ENSMUST00000023467	63054	15	5756	383.73	14.0	57326.0	4094.71	2.0	278.0	139.0	1.0	3891.0	3891.0
ENSMUSG00000022783	ENSMUST00000023468	76299	11	2427	220.64	10.0	73892.0	7389.2	1.0	95.0	95.0	1.0	799.0	799.0
ENSMUSG00000022787	ENSMUST00000178573	9849	3	1156	385.33	2.0	8697.0	4348.5	2.0	59.0	29.5	1.0	20.0	20.0
ENSMUSG00000022788	ENSMUST00000162671	177417	17	2731	160.65	16.0	174718.0	10919.88	3.0	416.0	138.67	0.0	0.0	0.0
ENSMUSG00000022789	ENSMUST00000023477	46731	18	3969	220.5	17.0	42796.0	2517.41	1.0	95.0	95.0	1.0	1758.0	1758.0
ENSMUSG00000022790	ENSMUST00000023478	124845	7	3450	492.86	6.0	121407.0	20234.5	1.0	193.0	193.0	1.0	1965.0	1965.0
ENSMUSG00000022791	ENSMUST00000115126	38989	15	4555	303.67	14.0	34462.0	2461.57	2.0	623.0	311.5	1.0	803.0	803.0
ENSMUSG00000022792	ENSMUST00000059955	6664	5	1579	315.8	4.0	5093.0	1273.25	1.0	7.0	7.0	1.0	150.0	150.0
ENSMUSG00000022793	ENSMUST00000023482	26787	7	2311	330.14	6.0	24488.0	4081.33	2.0	252.0	126.0	1.0	1020.0	1020.0
ENSMUSG00000022797	ENSMUST00000023486	23876	19	4909	258.37	18.0	19003.0	1055.72	2.0	142.0	71.0	1.0	2459.0	2459.0
ENSMUSG00000022798	ENSMUST00000122078	16545	4	1371	342.75	3.0	15180.0	5060.0	1.0	5.0	5.0	1.0	218.0	218.0
ENSMUSG00000022799	ENSMUST00000023487	114936	12	7976	664.67	11.0	106982.0	9725.64	1.0	602.0	602.0	1.0	3086.0	3086.0
ENSMUSG00000022800	ENSMUST00000023489	31096	9	4321	480.11	8.0	26791.0	3348.88	1.0	114.0	114.0	1.0	3246.0	3246.0
ENSMUSG00000022801	ENSMUST00000023491	101549	21	5557	264.62	20.0	96032.0	4801.6	1.0	43.0	43.0	1.0	3158.0	3158.0
ENSMUSG00000022802	ENSMUST00000023497	65176	17	6164	362.59	16.0	59044.0	3690.25	1.0	29.0	29.0	1.0	4074.0	4074.0
ENSMUSG00000022803	ENSMUST00000023494	16009	4	2173	543.25	3.0	13842.0	4614.0	1.0	449.0	449.0	2.0	607.0	303.5
ENSMUSG00000022805	ENSMUST00000023501	44391	17	3065	180.29	16.0	41358.0	2584.88	1.0	367.0	367.0	1.0	331.0	331.0
ENSMUSG00000022807	ENSMUST00000039733	58243	13	4534	348.77	12.0	53733.0	4477.75	1.0	734.0	734.0	1.0	1515.0	1515.0
ENSMUSG00000022808	ENSMUST00000023502	48827	14	3175	226.79	13.0	45678.0	3513.69	1.0	18.0	18.0	1.0	1792.0	1792.0
ENSMUSG00000022809	ENSMUST00000023504	46503	9	2562	284.67	8.0	43957.0	5494.62	2.0	337.0	168.5	1.0	923.0	923.0
ENSMUSG00000022811	ENSMUST00000165418	123529	9	9839	1093.22	8.0	113706.0	14213.25	4.0	430.0	107.5	1.0	7020.0	7020.0
ENSMUSG00000022812	ENSMUST00000023507	157085	11	8314	755.82	10.0	148791.0	14879.1	1.0	1526.0	1526.0	1.0	5516.0	5516.0
ENSMUSG00000022814	ENSMUST00000023510	12258	6	3490	581.67	5.0	8778.0	1755.6	1.0	58.0	58.0	1.0	1982.0	1982.0
ENSMUSG00000022816	ENSMUST00000114763	59643	11	3800	345.45	10.0	55863.0	5586.3	1.0	281.0	281.0	1.0	2589.0	2589.0
ENSMUSG00000022817	ENSMUST00000115028	119675	15	3297	219.8	14.0	116406.0	8314.71	1.0	297.0	297.0	1.0	587.0	587.0
ENSMUSG00000022818	ENSMUST00000182508	17019	9	2744	304.89	8.0	14291.0	1786.38	5.0	508.0	101.6	1.0	1390.0	1390.0
ENSMUSG00000022820	ENSMUST00000023514	7285	3	974	324.67	2.0	6315.0	3157.5	1.0	95.0	95.0	1.0	488.0	488.0
ENSMUSG00000022821	ENSMUST00000160847	51869	14	1716	122.57	13.0	50179.0	3859.92	1.0	170.0	170.0	1.0	196.0	196.0
ENSMUSG00000022822	ENSMUST00000079158	95093	30	5841	194.7	29.0	89310.0	3079.66	2.0	201.0	100.5	1.0	1302.0	1302.0
ENSMUSG00000022824	ENSMUST00000115044	25892	13	2982	229.38	12.0	22934.0	1911.17	2.0	196.0	98.0	1.0	1054.0	1054.0
ENSMUSG00000022827	ENSMUST00000023524	32502	8	2039	254.88	7.0	30477.0	4353.86	1.0	31.0	31.0	1.0	1291.0	1291.0
ENSMUSG00000022828	ENSMUST00000023525	30001	5	3089	617.8	4.0	26920.0	6730.0	2.0	164.0	82.0	1.0	1600.0	1600.0
ENSMUSG00000022829	ENSMUST00000114787	269983	28	4422	157.93	27.0	265615.0	9837.59	2.0	124.0	62.0	1.0	715.0	715.0
ENSMUSG00000022831	ENSMUST00000023531	28231	14	2030	145.0	13.0	26227.0	2017.46	1.0	93.0	93.0	1.0	464.0	464.0
ENSMUSG00000022832	ENSMUST00000023530	27432	6	881	146.83	5.0	26561.0	5312.2	2.0	102.0	51.0	1.0	137.0	137.0
ENSMUSG00000022833	ENSMUST00000023532	34580	13	4120	316.92	12.0	30484.0	2540.33	1.0	43.0	43.0	1.0	1261.0	1261.0
ENSMUSG00000022836	ENSMUST00000023538	217501	32	7856	245.5	31.0	209707.0	6764.74	1.0	84.0	84.0	1.0	1889.0	1889.0
ENSMUSG00000022837	ENSMUST00000114819	44316	14	2811	200.79	13.0	41531.0	3194.69	3.0	119.0	39.67	1.0	888.0	888.0
ENSMUSG00000022838	ENSMUST00000075946	81944	6	1884	314.0	5.0	80070.0	16014.0	4.0	487.0	121.75	1.0	997.0	997.0
ENSMUSG00000022840	ENSMUST00000114913	150863	21	7029	334.71	20.0	143874.0	7193.7	1.0	1223.0	1223.0	1.0	1998.0	1998.0
ENSMUSG00000022841	ENSMUST00000007216	9431	12	2949	245.75	11.0	6504.0	591.27	2.0	167.0	83.5	1.0	1465.0	1465.0
ENSMUSG00000022842	ENSMUST00000122306	16633	19	2514	132.32	18.0	14155.0	786.39	1.0	165.0	165.0	1.0	202.0	202.0
ENSMUSG00000022843	ENSMUST00000153075	13168	22	3533	160.59	21.0	9677.0	460.81	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022844	ENSMUST00000023550	93563	17	1826	107.41	16.0	91769.0	5735.56	1.0	110.0	110.0	1.0	147.0	147.0
ENSMUSG00000022847	ENSMUST00000115437	10059	6	2422	403.67	5.0	7647.0	1529.4	2.0	393.0	196.5	1.0	955.0	955.0
ENSMUSG00000022848	ENSMUST00000023554	75296	9	5404	600.44	8.0	69908.0	8738.5	1.0	116.0	116.0	1.0	3844.0	3844.0
ENSMUSG00000022849	ENSMUST00000023555	58072	9	4689	521.0	8.0	53399.0	6674.88	1.0	70.0	70.0	4.0	3853.0	963.25
ENSMUSG00000022853	ENSMUST00000023559	26522	7	2988	426.86	6.0	23546.0	3924.33	1.0	28.0	28.0	1.0	798.0	798.0
ENSMUSG00000022855	ENSMUST00000023561	39787	17	4516	265.65	16.0	35303.0	2206.44	1.0	159.0	159.0	1.0	2575.0	2575.0
ENSMUSG00000022856	ENSMUST00000023562	13228	5	1365	273.0	4.0	11871.0	2967.75	1.0	67.0	67.0	1.0	500.0	500.0
ENSMUSG00000022857	ENSMUST00000023566	138086	28	4205	150.18	27.0	133935.0	4960.56	1.0	176.0	176.0	1.0	793.0	793.0
ENSMUSG00000022858	ENSMUST00000161286	21458	9	3412	379.11	8.0	18062.0	2257.75	1.0	230.0	230.0	1.0	2308.0	2308.0
ENSMUSG00000022860	ENSMUST00000023568	20787	6	2541	423.5	5.0	18256.0	3651.2	1.0	422.0	422.0	1.0	1293.0	1293.0
ENSMUSG00000022861	ENSMUST00000089925	188714	25	3580	143.2	24.0	185182.0	7715.92	2.0	402.0	201.0	1.0	789.0	789.0
ENSMUSG00000022863	ENSMUST00000231353	40701	4	3017	754.25	3.0	37690.0	12563.33	0.0	0.0	0.0	1.0	2555.0	2555.0
ENSMUSG00000022864	ENSMUST00000232052	36321	5	6132	1226.4	4.0	30197.0	7549.25	2.0	476.0	238.0	1.0	4781.0	4781.0
ENSMUSG00000022865	ENSMUST00000114229	58020	8	1665	208.12	7.0	56369.0	8052.71	1.0	77.0	77.0	1.0	523.0	523.0
ENSMUSG00000022867	ENSMUST00000023580	103076	24	4800	200.0	23.0	98322.0	4274.87	1.0	391.0	391.0	1.0	1219.0	1219.0
ENSMUSG00000022867	ENSMUST00000239066	103076	26	5012	192.77	25.0	98114.0	3924.56	1.0	391.0	391.0	1.0	1219.0	1219.0
ENSMUSG00000022868	ENSMUST00000231848	8152	7	1377	196.71	6.0	6787.0	1131.17	1.0	134.0	134.0	1.0	353.0	353.0
ENSMUSG00000022871	ENSMUST00000231768	21446	8	1580	197.5	7.0	19880.0	2840.0	2.0	264.0	132.0	1.0	144.0	144.0
ENSMUSG00000022875	ENSMUST00000039492	23830	11	2006	182.36	10.0	21844.0	2184.4	1.0	195.0	195.0	1.0	503.0	503.0
ENSMUSG00000022876	ENSMUST00000114240	163015	14	2069	147.79	13.0	160972.0	12382.46	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000022877	ENSMUST00000023590	10586	7	1741	248.71	6.0	8857.0	1476.17	1.0	52.0	52.0	1.0	73.0	73.0
ENSMUSG00000022878	ENSMUST00000023593	11494	3	1295	431.67	2.0	10203.0	5101.5	2.0	116.0	58.0	1.0	435.0	435.0
ENSMUSG00000022881	ENSMUST00000023598	13796	11	1239	112.64	10.0	12577.0	1257.7	2.0	66.0	33.0	1.0	70.0	70.0
ENSMUSG00000022883	ENSMUST00000232205	482397	29	6630	228.62	28.0	475823.0	16993.68	0.0	0.0	0.0	1.0	1734.0	1734.0
ENSMUSG00000022884	ENSMUST00000168891	6640	10	2213	221.3	9.0	4445.0	493.89	3.0	461.0	153.67	1.0	807.0	807.0
ENSMUSG00000022885	ENSMUST00000023601	135610	8	4514	564.25	7.0	131110.0	18730.0	4.0	820.0	205.0	1.0	2479.0	2479.0
ENSMUSG00000022886	ENSMUST00000023602	7077	5	889	177.8	4.0	6196.0	1549.0	1.0	50.0	50.0	1.0	149.0	149.0
ENSMUSG00000022887	ENSMUST00000089883	71400	16	5361	335.06	15.0	66069.0	4404.6	1.0	266.0	266.0	1.0	2966.0	2966.0
ENSMUSG00000022889	ENSMUST00000116584	18168	10	2304	230.4	9.0	15882.0	1764.67	1.0	526.0	526.0	1.0	759.0	759.0
ENSMUSG00000022890	ENSMUST00000023608	7756	5	814	162.8	4.0	6950.0	1737.5	3.0	398.0	132.67	1.0	88.0	88.0
ENSMUSG00000022892	ENSMUST00000227723	224083	18	8185	454.72	17.0	215932.0	12701.88	1.0	209.0	209.0	1.0	5647.0	5647.0
ENSMUSG00000022893	ENSMUST00000023610	9288	9	4893	543.67	8.0	4411.0	551.38	1.0	404.0	404.0	1.0	1575.0	1575.0
ENSMUSG00000022894	ENSMUST00000023611	45657	8	10799	1349.88	7.0	34872.0	4981.71	1.0	1562.0	1562.0	1.0	6438.0	6438.0
ENSMUSG00000022895	ENSMUST00000023612	19155	10	3900	390.0	9.0	15273.0	1697.0	1.0	571.0	571.0	1.0	1914.0	1914.0
