Geneid	Gene_name	mca3gini	mtdtau_log	mtdroku_specificity_log	Total_utr_5_len	tss_dis	TF_motif_meanexon	TF_motif_cv_tss_3kb	TF_motif_totaltss_2kb_norm_GL	utr5_mirna_count	exon_avg_CS_median	R_codon_bias_median_trans	AT_transcript_pct	GC_intron_pct	AT_intron_pct	GC_tss_2kb_pct
ENSMUSG00000027944	Hax1	0.2304	0.1741	0.0675	118.0	35189.0	0.213139801	1.996515717	0.26437135	1052.0	0.91	7.0	0.534748	0.442025556	0.557974444	0.46475
ENSMUSG00000069919	Hba-a1	0.514	0.6181	0.3242	197.0	7111.0	0.118411001	2.722390079	0.241631799	52.0	0.38	1.0	0.428272	0.5703125	0.4296875	0.4795
ENSMUSG00000069917	Hba-a2	0.547	0.6004	0.0961	36.0	9488.0	0.103896104	2.853579137	0.263871763	48.0	0.41	3.0	0.430864	0.5703125	0.4296875	0.48675
ENSMUSG00000052305	Hbb-bs	0.6677	0.0	0.0	54.0	13932.0	0.089381207	2.524831561	0.255014327	32.0	0.49	1.5	0.544086	0.409387223	0.590612777	0.41375
ENSMUSG00000073940	Hbb-bt	0.7552	0.0	0.0	128.0	22175.0	0.076394194	2.534020561	0.232700136	36.0	0.54	7.5	0.543109	0.41038961	0.58961039	0.4155
ENSMUSG00000024486	Hbegf	0.8119	0.3987	0.0899	293.0	61281.0	0.339190222	2.213286963	0.041084559	378.0	1.05	15.0	0.50409	0.494943556	0.505056444	0.54025
ENSMUSG00000002996	Hbp1	0.1538	0.1644	0.1501	326.0	236609.0	0.852559206	4.855553367	0.052629412	174.0	2.17	24.0	0.59785	0.395979186	0.604020814	0.4945
ENSMUSG00000019977	Hbs1l	0.1698	0.3543	0.0429	156.0	135073.0	0.476699771	1.922053944	0.007775538	665.0	2.29	67.0	0.577222	0.420408687	0.579591313	0.446
ENSMUSG00000026874	Hc	0.9688	0.9272	0.0	56.0	99666.0	0.847975554	2.146092481	0.007604757	40.0	0.95	73.0	0.567842	0.430810729	0.569189271	0.395
ENSMUSG00000049241	Hcar1	0.7488	0.0	0.0	395.0	14521.0	0.544690604	1.73722515	0.095252587	362.0	0.13	7.0	0.487976			0.522
ENSMUSG00000045502	Hcar2	0.6728	0.0	0.0	62.0	115774.0	0.281130634	2.917487574	0.190574832	70.0	0.33	4.0	0.492228			0.4665
ENSMUSG00000031352	Hccs	0.1933	0.3057	0.0566	241.0	133172.0	0.951871658	2.703423643	0.009162024	750.0	0.63	44.0	0.599986	0.400299088	0.599700912	0.47625
ENSMUSG00000031386	Hcfc1	0.2821	0.3373	0.1302	355.0	35507.0	1.433919022	2.888291774	0.016506131	1121.0	2.17	20.0	0.510184	0.461109671	0.538890329	0.548
ENSMUSG00000023904	Hcfc1r1	0.2552	0.3387	0.0554	124.0	13090.0	0.093200917	2.192269194	0.625842009	773.0	0.28	5.0	0.430147	0.561235357	0.438764643	0.52
ENSMUSG00000020246	Hcfc2	0.2778	0.5468	0.2311	138.0	8356.0	0.764705882	3.385182833	0.019782143	200.0	1.69	39.0	0.595896	0.3987	0.6013	0.49725
ENSMUSG00000003283	Hck	0.5316	0.6181	0.11	226.0	42513.0	0.980901451	3.506629326	0.038347877	1112.0	1.68	43.0	0.521897	0.474218482	0.525781518	0.52425
ENSMUSG00000022831	Hcls1	0.5414	0.635	0.1058	93.0	59815.0	0.423987777	1.752805872	0.017640183	124.0	1.48	19.0	0.570457	0.420080873	0.579919127	0.455
ENSMUSG00000020331	Hcn2	0.9599	0.7831	0.2192	36.0	12143.0	1.072574484	2.328304928	0.052782912	20.0	2.6	54.0	0.444519	0.53753204	0.46246796	0.60375
ENSMUSG00000028051	Hcn3	0.4908	0.6597	0.1434	138.0	24055.0	0.864782277	2.613126852	0.028249788	73.0	2.6	29.0	0.49345	0.477324375	0.522675625	0.50975
ENSMUSG00000032338	Hcn4	0.7081	0.6891	0.0	101.0	81852.0	0.858670741	2.090614853	0.007820948	157.0	2.74	56.0	0.472789	0.517594959	0.482405041	0.62825
ENSMUSG00000045471	Hcrt	0.8547	0.2875	0.0	88.0	2986.0	0.02750191	2.159625731	0.186458893	122.0	0.44	4.0	0.477957	0.493708364	0.506291636	0.512
ENSMUSG00000028778	Hcrtr1	0.7487	0.7545	0.0	567.0	36802.0	0.302521008	2.264248489	0.032589676	1233.0	1.41	14.0	0.450618	0.535650358	0.464349642	0.5605
ENSMUSG00000032360	Hcrtr2	0.5613	0.5158	0.0	108.0	109954.0	0.748663102	1.993608081	0.003755129	384.0	2.05	54.0	0.623337	0.375871279	0.624128721	0.45325
ENSMUSG00000064109	Hcst	0.6302	0.0	0.0	109.0	6095.0	0.0473644	1.735844894	0.284514925	264.0	0.4	2.0	0.457303	0.534979424	0.465020576	0.52675
ENSMUSG00000028800	Hdac1	0.2242	0.3539	0.1089	85.0	29133.0	0.248281131	2.528700013	0.019277742	45.0	2.97	30.0	0.531454	0.465977535	0.534022465	0.49625
ENSMUSG00000062906	Hdac10	0.2902	0.4214	0.1007	253.0	5613.0	0.359816654	1.678749154	0.093234476	170.0	0.86	13.0	0.451242	0.53286385	0.46713615	0.5205
ENSMUSG00000034245	Hdac11	0.5332	0.3463	0.0837	182.0	39835.0	0.378151261	2.165461228	0.02928615	50.0	1.65	20.0	0.480586	0.50998374	0.49001626	0.516
ENSMUSG00000019777	Hdac2	0.2546	0.4044	0.0863	209.0	467725.0	0.375095493	3.299692013	0.026328299	244.0	3.2	31.0	0.590397	0.40689002	0.59310998	0.5135
ENSMUSG00000024454	Hdac3	0.1815	0.1317	0.1723	104.0	19540.0	0.355996944	1.920971265	0.047877646	127.0	3.22	15.0	0.551011	0.442265659	0.557734341	0.549
ENSMUSG00000026313	Hdac4	0.2765	0.5072	0.1321	303.0	378881.0	1.380443086	4.056653448	0.00288197	109.0	2.01	169.0	0.535727	0.46224683	0.53775317	0.545
ENSMUSG00000008855	Hdac5	0.2501	0.212	0.0725	364.0	40547.0	0.623376623	2.091837668	0.020315648	950.0	2.06	59.0	0.450315	0.543664799	0.456335201	0.52225
ENSMUSG00000031161	Hdac6	0.3502	0.5309	0.1468	272.0	19282.0	0.451489687	4.311912528	0.037420517	861.0	1.15	25.0	0.507428	0.476826509	0.523173491	0.50775
ENSMUSG00000022475	Hdac7	0.4446	0.5624	0.0993	446.0	65983.0	0.453017571	2.201513978	0.009433234	1615.0	1.65	75.0	0.470185	0.524563651	0.475436349	0.504
ENSMUSG00000067567	Hdac8	0.2731	0.4738	0.11	296.0	253178.0	0.364400306	3.218927658	0.003080798	393.0	2.31	137.0	0.590927	0.408382659	0.591617341	0.42875
ENSMUSG00000004698	Hdac9	0.5497	0.7043	0.1057	212.0	959425.0	0.695187166	1.715733572	0.00056136	1247.0	1.85	488.0	0.611001	0.388492895	0.611507105	0.40275
ENSMUSG00000027360	Hdc	0.5936	0.7552	0.1437	110.0	66272.0	0.330022918	4.685315123	0.026106425	194.0	2.05	39.0	0.522389	0.471396994	0.528603006	0.475
ENSMUSG00000000295	Hddc2	0.2556	0.5777	0.102	33.0	470581.0	0.164247517	2.002031312	0.032382109	37.0	1.5	15.0	0.579072	0.416786021	0.583213979	0.444
ENSMUSG00000030532	Hddc3	0.3175	0.4728	0.1151	0.0	23681.0	0.112299465	1.745542515	0.170605613	139.0	0.69	12.0	0.522677	0.474367294	0.525632706	0.5025
ENSMUSG00000004897	Hdgf	0.1831	0.2358	0.0963	308.0	20712.0	0.313980138	3.026674598	0.057474778	650.0	1.58	21.0	0.478496	0.514470728	0.485529272	0.53625
ENSMUSG00000025421	Hdhd2	0.2426	0.288	0.1294	106.0	13966.0	1.205500382	1.952385787	0.045327866	839.0	1.43	42.0	0.556606	0.43913905	0.56086095	0.46125
ENSMUSG00000038422	Hdhd3	0.5775	0.5871	0.0665	0.0	23415.0	0.022154316	2.238409012	0.131310267	313.0	0.08	6.0	0.504681	0.493930906	0.506069094	0.4775
ENSMUSG00000034088	Hdlbp	0.3212	0.1842	0.1172	194.0	104872.0	0.903743316	3.20268522	0.064065438	531.0	2.4	67.0	0.565054	0.429019525	0.570980475	0.48975
ENSMUSG00000034551	Hdx	0.5328	0.785	0.0	114.0	159132.0	1.770817418	2.750861399	0.004561541	507.0	1.89	55.0	0.634979	0.363695107	0.636304893	0.389
ENSMUSG00000050244	Heatr1	0.2403	0.5551	0.1385	134.0	54610.0	1.046600458	2.482670655	0.014934289	76.0	1.37	48.0	0.571996	0.419753422	0.580246578	0.4695
ENSMUSG00000031657	Heatr3	0.2074	0.307	0.1029	166.0	19086.0	0.541634836	2.157483045	0.013314215	91.0	1.37	28.0	0.573113	0.421544531	0.578455469	0.48325
ENSMUSG00000035181	Heatr5a	0.3055	0.3569	0.1548	207.0	141785.0	1.118411001	3.207886685	0.00798307	153.0	1.65	102.0	0.576851	0.416875741	0.583124259	0.46225
ENSMUSG00000039414	Heatr5b	0.2921	0.2379	0.1195	43.0	98128.0	1.060351413	2.513585142	0.013745329	88.0	2.64	76.0	0.59011	0.402109444	0.597890556	0.45925
ENSMUSG00000000976	Heatr6	0.2095	0.2996	0.1349	28.0	6756.0	0.950343774	1.982715815	0.022089155	49.0	1.51	47.0	0.540703	0.448926161	0.551073839	0.45325
ENSMUSG00000018925	Heatr9	0.9323	0.0	0.0	140.0	49084.0	0.229182582	2.314091787	0.031797721	121.0	0.5	11.0	0.535824	0.46012843	0.53987157	0.4475
ENSMUSG00000042770	Hebp1	0.3932	0.5086	0.0834	0.0	46.0	0.039724981	1.576859603	0.028433251	234.0	0.58	43.0	0.538469	0.460691307	0.539308693	0.47875
ENSMUSG00000019853	Hebp2	0.5029	0.5824	0.0796	282.0	227092.0	0.431627196	2.619364155	0.064741641	344.0	0.61	12.0	0.559812	0.422354105	0.577645895	0.46425
ENSMUSG00000039879	Heca	0.3903	0.3212	0.1272	286.0	151812.0	1.201680672	5.964909315	0.025594485	121.0	1.54	42.0	0.596333	0.397359736	0.602640264	0.51775
ENSMUSG00000035247	Hectd1	0.2329	0.2179	0.0949	358.0	137649.0	6.140565317	3.25540326	0.038827258	460.0	3.19	76.0	0.596446	0.396201856	0.603798144	0.52675
ENSMUSG00000041180	Hectd2	0.4973	0.705	0.0893	146.0	206330.0	0.975553858	3.764833688	0.012406948	168.0	2.37	33.0	0.620342	0.37878176	0.62121824	0.47575
ENSMUSG00000046861	Hectd3	0.2854	0.3757	0.0978	87.0	903.0	0.544690604	1.986034213	0.06233688	40.0	2.22	21.0	0.465716	0.519338044	0.480661956	0.542
ENSMUSG00000042807	Hecw2	0.5711	0.6095	0.0874	96.0	409810.0	1.748663102	4.851171286	0.001780221	529.0	2.64	239.0	0.588649	0.410544801	0.589455199	0.487
ENSMUSG00000075254	Heg1	0.5889	0.5175	0.0935	147.0	167138.0	1.31092437	2.342788366	0.005820094	197.0	1.23	109.0	0.533251	0.462457251	0.537542749	0.52375
ENSMUSG00000020228	Helb	0.324	0.421	0.1182	126.0	659158.0	1.080213904	2.983458083	0.014941629	45.0	0.66	54.0	0.543056	0.451301055	0.548698945	0.46975
ENSMUSG00000025001	Hells	0.4974	0.7638	0.2274	180.0	94336.0	1.050420168	3.716662248	0.018610793	166.0	1.91	24.0	0.625159	0.374449211	0.625550789	0.4825
ENSMUSG00000035266	Helq	0.2972	0.4743	0.0964	126.0	78882.0	0.501909855	1.945199848	0.023865039	236.0	1.43	67.0	0.546991	0.448283229	0.551716771	0.45175
ENSMUSG00000020721	Helz	0.2221	0.4328	0.0617	149.0	68440.0	2.401069519	3.239047509	0.004003839	90.0	2.44	163.0	0.558649	0.438905299	0.561094701	0.53975
ENSMUSG00000027580	Helz2	0.5777	0.5775	0.0665	137.0	22015.0	1.298701299	2.164650456	0.029346469	277.0	0.45	22.0	0.45119	0.519981413	0.480018587	0.512
ENSMUSG00000032579	Hemk1	0.3225	0.2813	0.0801	219.0	41641.0	0.240641711	1.586551401	0.032215122	207.0	0.91	13.0	0.481583	0.512947658	0.487052342	0.48075
ENSMUSG00000044156	Hepacam2	0.6878	0.771	0.1882	120.0	95025.0	0.346065699	2.65787276	0.016372024	59.0	1.12	17.0	0.613061	0.383863081	0.616136919	0.3415
ENSMUSG00000031209	Heph	0.6624	0.6587	0.0513	587.0	161920.0	0.880061115	1.927338593	0.009208582	1209.0	1.14	57.0	0.62472	0.371835222	0.628164778	0.40475
ENSMUSG00000038664	Herc1	0.2477	0.3074	0.1095	124.0	192303.0	2.728036669	2.022216491	0.003911508	85.0	2.8	84.0	0.620139	0.370280299	0.629719701	0.48375
ENSMUSG00000030451	Herc2	0.3019	0.2961	0.0867	73.0	30298.0	2.615737204	2.240866942	0.003216762	171.0	2.64	116.0	0.595192	0.395915766	0.604084234	0.4555
ENSMUSG00000029804	Herc3	0.389	0.6155	0.1358	103.0	237029.0	0.841864018	1.814619702	0.006020761	325.0	2.13	64.0	0.587573	0.410111263	0.589888737	0.447
ENSMUSG00000020064	Herc4	0.2029	0.3999	0.0775	365.0	39958.0	0.550802139	3.394520672	0.006814034	1210.0	2.39	62.0	0.601292	0.396940028	0.603059972	0.468
ENSMUSG00000029798	Herc6	0.4347	0.5909	0.1277	38.0	45573.0	0.861726509	2.952544061	0.00951766	51.0	0.54	44.0	0.61178	0.387847742	0.612152258	0.41775
ENSMUSG00000031770	Herpud1	0.3415	0.252	0.1155	155.0	57237.0	0.25210084	2.316420885	0.07001454	262.0	1.18	16.0	0.530201	0.453062393	0.546937607	0.52975
ENSMUSG00000008429	Herpud2	0.263	0.2608	0.1245	855.0	62399.0	0.755538579	4.410057967	0.021126116	529.0	1.34	27.0	0.614731	0.376405593	0.623594407	0.4825
ENSMUSG00000022528	Hes1	0.4435	0.4224	0.1058	252.0	486006.0	0.294881589	2.302454821	0.212774614	133.0	2.53	9.0	0.465608	0.575328615	0.424671385	0.60525
ENSMUSG00000067071	Hes6	0.4069	0.3504	0.1263	86.0	14522.0	0.922841864	2.222189281	0.751292361	192.0	0.59	6.0	0.374713	0.698765432	0.301234568	0.58775
ENSMUSG00000023781	Hes7	0.3593	0.7922	0.0	71.0	25187.0	0.236822002	2.652972965	0.125923898	28.0	1.25	27.0	0.41621	0.573521432	0.426478568	0.5425
ENSMUSG00000040726	Hesx1	0.719	0.5079	0.0	206.0	23183.0	0.180290298	2.441166746	0.063455947	1070.0	0.98	10.0	0.578761	0.416774939	0.583225061	0.433
ENSMUSG00000025232	Hexa	0.3215	0.232	0.1272	185.0	52925.0	0.443850267	1.810496948	0.039106801	183.0	1.3	30.0	0.529409	0.463816069	0.536183931	0.4885
ENSMUSG00000021665	Hexb	0.5969	0.412	0.0562	97.0	60356.0	0.394957983	1.767186726	0.015389504	117.0	0.88	25.0	0.552368	0.446327403	0.553672597	0.483
ENSMUSG00000039307	Hexdc	0.2584	0.3199	0.1083	465.0	44162.0	0.435446906	1.995354097	0.060689201	970.0	0.84	29.0	0.518521	0.467529189	0.532470811	0.5145
ENSMUSG00000048878	Hexim1	0.3842	0.3393	0.1423	692.0	14549.0	0.466768526	2.678641422	0.092677346	553.0	0.6	15.0	0.507868			0.526
ENSMUSG00000043372	Hexim2	0.378	0.617	0.1399	159.0	17114.0	0.341482047	3.076149663	0.065819685	189.0	0.64	12.0	0.502296	0.477498918	0.522501082	0.50575
ENSMUSG00000040289	Hey1	0.5605	0.5082	0.0913	387.0	157897.0	0.425515661	2.019969023	0.211079764	241.0	2.18	13.0	0.501539	0.453559322	0.546440678	0.5415
ENSMUSG00000019789	Hey2	0.6428	0.7122	0.1103	154.0	39694.0	0.510313216	2.460796423	0.053619303	128.0	2.06	14.0	0.579718	0.407703028	0.592296972	0.5165
ENSMUSG00000032744	Heyl	0.6113	0.6577	0.1036	312.0	32052.0	0.634835752	1.820521114	0.024814656	151.0	1.65	29.0	0.485601	0.49978783	0.50021217	0.51125
ENSMUSG00000006611	Hfe	0.4243	0.4614	0.0953	141.0	12400.0	0.555385791	2.713269077	0.082407617	211.0	0.3	9.0	0.530325	0.464850448	0.535149552	0.4495
ENSMUSG00000028864	Hgf	0.5157	0.6341	0.0772	124.0	618859.0	0.640183346	4.047367388	0.021139871	582.0	1.85	31.0	0.647133	0.350328661	0.649671339	0.43925
ENSMUSG00000029102	Hgfac	0.7392	0.6874	0.0	89.0	92064.0	0.347593583	2.107490354	0.05479254	105.0	0.8	10.0	0.433488	0.55469567	0.44530433	0.5665
ENSMUSG00000022554	Hgh1	0.2283	0.0	0.0	59.0	14466.0	0.318563789	3.304717347	0.111373475	31.0	1.03	12.0	0.415748	0.572212066	0.427787934	0.54125
ENSMUSG00000025793	Hgs	0.1475	0.2494	0.0842	93.0	27.0	1.485103132	1.600249882	0.133427138	366.0	2.29	27.0	0.48602	0.49940485	0.50059515	0.5175
ENSMUSG00000037260	Hgsnat	0.3634	0.2406	0.0814	43.0	127131.0	0.353705118	2.605573294	0.012259303	17.0	1.08	50.0	0.532739	0.463978113	0.536021887	0.4785
ENSMUSG00000037375	Hhat	0.4438	0.5391	0.0679	275.0	580440.0	0.310160428	2.876628012	0.002367907	263.0	0.96	205.0	0.540275	0.459033167	0.540966833	0.49575
ENSMUSG00000024986	Hhex	0.559	0.6631	0.1232	61.0	58407.0	0.339954163	3.208844379	0.096910349	27.0	2.16	17.0	0.52516	0.465533981	0.534466019	0.5675
ENSMUSG00000064325	Hhip	0.7607	0.7576	0.1441	492.0	346156.0	1.478991597	3.570230687	0.007064185	358.0	2.02	66.0	0.594375	0.404898893	0.595101107	0.4955
ENSMUSG00000021260	Hhipl1	0.7417	0.6874	0.1286	142.0	30844.0	0.783040489	2.281466582	0.018779724	120.0	1.47	45.0	0.481016	0.501956141	0.498043859	0.56
ENSMUSG00000029776	Hibadh	0.3451	0.2923	0.0875	142.0	326892.0	0.321619557	2.599939311	0.00636131	105.0	2.22	64.0	0.602504	0.396005935	0.603994065	0.438
ENSMUSG00000041426	Hibch	0.2847	0.3221	0.0683	98.0	27324.0	0.440030558	2.025376319	0.004844017	124.0	1.27	49.0	0.590254	0.409385309	0.590614691	0.45575
ENSMUSG00000043099	Hic1	0.5755	0.6015	0.0652	0.0	243697.0	0.585179526	2.004751153	0.084342211	349.0	0.95	15.0	0.339859	0.692729767	0.307270233	0.61925
ENSMUSG00000050240	Hic2	0.4045	0.6414	0.1712	234.0	24969.0	1.18487395	1.911401341	0.016912257	125.0	0.79	29.0	0.509595	0.475898745	0.524101255	0.5215
ENSMUSG00000034586	Hid1	0.6024	0.572	0.0789	148.0	33026.0	0.353705118	1.89153802	0.030871278	251.0	2.23	26.0	0.464589	0.527363777	0.472636223	0.5155
ENSMUSG00000021109	Hif1a	0.2769	0.3686	0.0604	127.0	316578.0	1.278074866	2.776126138	0.014255693	535.0	2.26	43.0	0.620938	0.378420435	0.621579565	0.42725
ENSMUSG00000036450	Hif1an	0.1666	0.4144	0.1689	29.0	7423.0	0.810542399	2.476914245	0.043348726	12.0	2.62	18.0	0.516946	0.456091827	0.543908173	0.4265
ENSMUSG00000004328	Hif3a	0.5353	0.7613	0.1849	47.0	34511.0	0.975553858	2.812912862	0.018077744	136.0	1.19	39.0	0.502118	0.492475223	0.507524777	0.533
ENSMUSG00000038412	Higd1a	0.2786	0.2389	0.0937	875.0	18901.0	0.430099312	2.913572981	0.061116213	1218.0	0.85	19.0	0.549796	0.43102537	0.56897463	0.50825
ENSMUSG00000020928	Higd1b	0.7723	0.5636	0.0	164.0	16148.0	0.042016807	2.012075209	0.166894665	748.0	0.63	1.0	0.480839	0.516847172	0.483152828	0.50875
ENSMUSG00000025868	Higd2a	0.2063	0.1549	0.0653	60.0	116.0	0.136745607	2.472471253	0.674711438	76.0	0.34	3.0	0.451681	0.578947368	0.421052632	0.49025
ENSMUSG00000062797	Hikeshi	0.2561	0.0	0.0	207.0	37575.0	0.48433919	1.960907059	0.026777041	2109.0	1.56	19.0	0.596765	0.402060414	0.597939586	0.446
ENSMUSG00000043421	Hilpda	0.4582	0.4306	0.0861	243.0	56261.0	0.155844156	2.002171361	0.132175762	363.0	-0.04	5.0	0.514711	0.471451876	0.528548124	0.4905
ENSMUSG00000032119	Hinfp	0.2173	0.3624	0.094	67.0	17056.0	0.956455309	2.62673562	0.039824681	378.0	1.63	16.0	0.531968	0.462843398	0.537156602	0.49175
ENSMUSG00000020267	Hint1	0.1738	0.1886	0.1111	108.0	5466.0	0.05500382	2.336097491	0.109466019	157.0	1.29	10.0	0.524156	0.465977606	0.534022394	0.475
ENSMUSG00000028470	Hint2	0.303	0.3197	0.1034	28.0	2914.0	0.07868602	2.176148794	0.171505136	10.0	0.97	10.0	0.457998	0.527641278	0.472358722	0.50025
ENSMUSG00000019791	Hint3	0.2141	0.3951	0.1021	0.0	28883.0	0.079449962	3.507761612	0.027052282	31.0	0.87	15.0	0.60242	0.397007	0.602993	0.4165
ENSMUSG00000039959	Hip1	0.3638	0.4301	0.1116	60.0	150569.0	1.226890756	4.305269767	0.003326454	57.0	2.04	175.0	0.512292	0.485743786	0.514256214	0.51825
ENSMUSG00000000915	Hip1r	0.4067	0.3266	0.0991	136.0	42949.0	1.265851795	2.082283911	0.030878116	52.0	1.95	72.0	0.454135	0.539490395	0.460509605	0.51175
ENSMUSG00000008730	Hipk1	0.3246	0.3561	0.1496	175.0	52198.0	2.213903743	4.622764076	0.017835749	230.0	2.43	53.0	0.573808	0.419173705	0.580826295	0.496
ENSMUSG00000061436	Hipk2	0.3077	0.3614	0.1074	349.0	213098.0	1.659281895	4.460082933	0.004021433	570.0	2.33	111.0	0.560479	0.435312566	0.564687434	0.5415
ENSMUSG00000027177	Hipk3	0.3853	0.2508	0.0715	503.0	83433.0	1.241405653	4.183337609	0.018773817	296.0	1.95	50.0	0.594827	0.400185087	0.599814913	0.5455
ENSMUSG00000040424	Hipk4	0.888	0.8678	0.2707	251.0	25879.0	0.315508021	1.984132872	0.045006321	739.0	1.28	15.0	0.468074	0.506	0.494	0.50925
ENSMUSG00000022702	Hira	0.2441	0.3158	0.1341	418.0	203.0	1.453781513	2.460885387	0.031894472	382.0	2.39	55.0	0.570224	0.424651225	0.575348775	0.54075
ENSMUSG00000042606	Hirip3	0.2836	0.4954	0.1044	481.0	700.0	0.488922842	1.44894491	0.260346346	352.0	0.65	9.0	0.468585	0.5421875	0.4578125	0.50775
ENSMUSG00000049539	Hist1h1a	0.4737	0.7376	0.0	52.0	1279.0	0.08250573	2.682049307	0.237196765	25.0	0.79	1.0	0.454791			0.468
ENSMUSG00000058773	Hist1h1b	0.5004	0.7367	0.0	72.0	26503.0	0.087853323	3.993114745	0.154569892	56.0	1.26	3.0	0.444145			0.434
ENSMUSG00000036181	Hist1h1c	0.2495	0.3956	0.1243	42.0	27953.0	0.236822002	2.264760841	0.198590647	41.0	0.29	6.0	0.449359			0.45975
ENSMUSG00000052565	Hist1h1d	0.4856	0.725	0.1832	1829.0	1613.0	1.332314744	2.097039627	0.057635335	22.0	0.25	13.0	0.60202			0.43
ENSMUSG00000051627	Hist1h1e	0.4111	0.589	0.0888	62.0	1434.0	0.276546982	2.150913235	0.21232522	137.0	0.56	6.0	0.488083			0.43875
ENSMUSG00000061615	Hist1h2ab	0.4284	0.493	0.0	8.0	4392.0	0.07868602	3.114178422	0.457805907	48.0	2.0	4.0	0.348837			0.43375
ENSMUSG00000069270	Hist1h2ac	0.488	0.7926	0.199	32.0	61390.0	0.457601222	2.047767796	0.311316955	10.0	0.25	4.0	0.540693			0.469
ENSMUSG00000071478	Hist1h2ad	0.4032	0.0	0.0	91.0	184.0	0.096256684	1.869636092	0.427574171	35.0	1.18	2.0	0.405594			0.464
ENSMUSG00000069272	Hist1h2ae	0.4568	0.8448	0.0	113.0	8851.0	0.142857143	2.685779686	0.358865248	55.0	0.67	4.0	0.458807			0.4205
ENSMUSG00000061991	Hist1h2af	0.5561	0.0	0.0	6.0	2856.0	0.045072574	3.114337888	0.2825	24.0	2.07	6.0	0.315789			0.46375
ENSMUSG00000069301	Hist1h2ag	0.5592	0.0	0.0	18.0	1582.0	0.100076394	2.514914075	0.364197531	5.0	1.76	2.0	0.356701			0.47425
ENSMUSG00000069302	Hist1h2ah	0.5322	0.0	0.0	17.0	25827.0	0.046600458	3.966021219	0.236453202	55.0	2.26	2.0	0.320988			0.4555
ENSMUSG00000071516	Hist1h2ai	0.4516	0.0	0.0	0.0	278.0	0.039724981	3.892905687	0.302030457	12.0	3.36	2.0	0.300254			0.488
ENSMUSG00000063021	Hist1h2ak	0.4712	0.4141	0.0	0.0	3322.0	0.070282659	3.456475113	0.307106599	88.0	3.17	2.0	0.315522			0.43575
ENSMUSG00000069309	Hist1h2an	0.5326	0.0	0.0	0.0	3848.0	0.066462949	2.530639044	0.974619289	8.0	2.57	1.5	0.310433			0.432
ENSMUSG00000094248	Hist1h2ao	0.5295	0.0	0.0	3.0	267.0	0.132925898	3.957035952	1.193347193	69.0	1.55	3.0	0.358333			0.5045
ENSMUSG00000094777	Hist1h2ap	0.6435	0.0	0.0	33.0	1311.0	0.154316272	2.799088429	1.567287785	0.0	1.5	2.5	0.354772			0.50075
ENSMUSG00000075031	Hist1h2bb	0.4435	0.6394	0.0	62.0	1131.0	0.022918258	3.588883057	0.223968566	75.0	1.7	2.0	0.435039			0.45675
ENSMUSG00000018102	Hist1h2bc	0.3477	0.2631	0.1306	34.0	250.0	0.15737204	2.135616644	0.09562622	48.0	1.32	11.0	0.600918	0.389859677	0.610140323	0.4695
ENSMUSG00000047246	Hist1h2be	0.3062	0.6647	0.0	221.0	39527.0	0.447669977	2.003346373	0.018448313	331.0	0.59	34.0	0.582993	0.414174941	0.585825059	0.465
ENSMUSG00000069268	Hist1h2bf	0.4568	0.0	0.0	7.0	2801.0	0.020626432	1.871504035	0.46969697	56.0	2.24	2.0	0.399132			0.45975
ENSMUSG00000058385	Hist1h2bg	0.4326	0.7676	0.1156	38.0	175.0	0.050420168	2.661040397	0.408723748	54.0	1.52	3.5	0.462783			0.425
ENSMUSG00000114456	Hist1h2bh	0.502	0.0	0.0	41.0	7971.0	0.191749427	2.109302333	0.283928571	92.0	0.27	4.0	0.562239			0.43275
ENSMUSG00000069300	Hist1h2bj	0.4851	0.0	0.0	17.0	269.0	0.021390374	2.514914075	0.362068966	67.0	2.1	3.5	0.390929			0.4635
ENSMUSG00000062727	Hist1h2bk	0.5048	0.0	0.0	18.0	301.0	0.026737968	3.966021219	0.201257862	103.0	2.37	3.0	0.411765			0.46575
ENSMUSG00000094338	Hist1h2bl	0.4286	0.0	0.0	0.0	18033.0	0.0236822	3.892905687	0.311518325	42.0	2.48	1.5	0.367454			0.49075
ENSMUSG00000114279	Hist1h2bm	0.5505	0.6199	0.0	55.0	4385.0	0.052711994	4.605002357	0.131428571	39.0	1.44	1.0	0.421756			0.44125
ENSMUSG00000095217	Hist1h2bn	0.4651	0.6211	0.0	0.0	295.0	0.022154316	3.456475113	0.316753927	54.0	3.15	1.0	0.372703			0.4295
ENSMUSG00000069308	Hist1h2bp	0.8829	0.4757	0.0	55.0	242.0	0.060351413	2.530639044	0.218928164	82.0	0.8	2.0	0.566458	0.382508834	0.617491166	0.43725
ENSMUSG00000069265	Hist1h3a	0.383	0.0	0.0	34.0	1156.0	0.051948052	2.682049307	0.512149533	37.0	2.33	1.5	0.393258			0.502
ENSMUSG00000069267	Hist1h3b	0.5151	0.0	0.0	114.0	1141.0	0.087089381	3.114178422	0.349436393	23.0	1.68	3.0	0.404839			0.4235
ENSMUSG00000069310	Hist1h3c	0.4847	0.5354	0.0	106.0	6795.0	0.064171123	3.588883057	0.18066561	36.0	1.64	2.5	0.439683			0.442
ENSMUSG00000099583	Hist1h3d	0.3845	0.0	0.0	40.0	1382.0	0.234530176	1.907972944	0.368	40.0	0.26	5.0	0.503603			0.466
