ts_id	Geneid	length	Total_num_exons	Total_exons_len	avg_exon_length	Total_num_introns	Total_introns_len	avg_intron_length	Total_num_utr_5	Total_utr_5_len	avg_utr_5_length	Total_num_utr_3	Total_utr_3_len	avg_utr_3_length
ENST00000370648	ENSG00000102239	5835	3	2776	925.33	2	3063	1531.5	1	169	169	1	1406	1406
ENST00000535601	ENSG00000102241	15265	10	3029	302.9	9	12254	1361.56	2	424	212	1	330	330
ENST00000370634	ENSG00000102243	24586	5	1149	229.8	4	23445	5861.25	2	109	54.5	1	261	261
ENST00000370629	ENSG00000102245	12234	5	1857	371.4	4	10385	2596.25	1	92	92	1	976	976
ENST00000456754	ENSG00000102265	3617	4	1099	274.75	3	2524	841.33	2	77	38.5	1	610	610
ENST00000373119	ENSG00000102271	152250	11	5776	525.09	10	146494	14649.4	1	93	93	1	3517	3517
ENST00000486255	ENSG00000102287	6600	3	6179	2059.67	2	425	212.5	0	0	0	0	0	0
ENST00000373094	ENSG00000102290	788572	7	9186	1312.29	6	779398	129899.67	1	846	846	1	4291	4291
ENST00000375135	ENSG00000102302	50782	18	4361	242.28	17	46455	2732.65	1	803	803	1	656	656
ENST00000652108	ENSG00000102309	82548	4	1964	491	3	80590	26863.33	1	92	92	1	1516	1516
ENST00000682661	ENSG00000102312	11816	13	3311	254.69	12	8529	710.75	0	0	0	0	0	0
ENST00000218436	ENSG00000102313	49339	13	4977	382.85	12	44386	3698.83	1	46	46	1	978	978
ENST00000347546	ENSG00000102316	8262	13	2190	168.46	12	6096	508	2	87	43.5	1	326	326
ENST00000376759	ENSG00000102317	6680	7	4305	615	6	2387	397.83	2	105	52.5	2	3723	1861.5
ENST00000468660	ENSG00000102349	59177	6	9102	1517	5	50085	10017	1	980	980	1	7038	7038
ENST00000373004	ENSG00000102359	31591	11	6657	605.18	10	24954	2495.4	2	449	224.5	1	4802	4802
ENST00000372981	ENSG00000102362	47426	10	4857	485.7	9	42587	4731.89	2	189	94.5	1	3611	3611
ENST00000541184	ENSG00000102383	155073	11	6023	547.55	10	149070	14907	1	479	479	2	4549	2274.5
ENST00000682095	ENSG00000102384	67924	22	5606	254.82	21	62360	2969.52	3	157	52.33	1	3160	3160
ENST00000395209	ENSG00000102385	44718	24	7306	304.42	23	37458	1628.61	3	530	176.67	1	3882	3882
ENST00000372907	ENSG00000102387	24806	13	2354	181.08	12	22476	1873	1	13	13	1	941	941
ENST00000373358	ENSG00000102390	5254	6	1191	198.5	5	4073	814.6	1	78	78	1	407	407
ENST00000675968	ENSG00000102393	10159	4	4167	1041.75	3	5998	1999.33	0	0	0	0	0	0
ENST00000341189	ENSG00000102401	5048	5	3735	747	4	1321	330.25	5	871	174.2	1	1725	1725
ENST00000372695	ENSG00000102409	2140	3	1315	438.33	2	829	414.5	3	222	74	1	731	731
ENST00000676114	ENSG00000102445	52472	17	11310	665.29	16	41194	2574.62	5	605	121	1	8705	8705
ENST00000648359	ENSG00000102452	362679	45	7150	158.89	44	355617	8082.2	2	203	101.5	6	2341	390.17
ENST00000376143	ENSG00000102466	206143	5	13076	2615.2	4	193075	48268.75	1	301	301	1	12028	12028
ENST00000542664	ENSG00000102468	65509	4	5419	1354.75	3	60096	20032	2	710	355	1	3292	3292
ENST00000612570	ENSG00000102471	74948	8	4656	582	7	70306	10043.71	1	81	81	2	3559	1779.5
ENST00000430559	ENSG00000102524	38857	5	2619	523.8	4	36246	9061.5	1	268	268	1	1547	1547
ENST00000541916	ENSG00000102531	233171	26	6354	244.38	25	226867	9074.68	2	350	175	1	2384	2384
ENST00000218721	ENSG00000102539	2041	2	1241	620.5	1	802	802	0	0	0	0	0	0
ENST00000251108	ENSG00000102543	45562	10	3396	339.6	9	42184	4687.11	1	114	114	1	1729	1729
ENST00000610540	ENSG00000102547	105098	12	3704	308.67	11	101416	9219.64	5	524	104.8	1	2160	2160
ENST00000377687	ENSG00000102554	18535	4	3353	838.25	3	15188	5062.67	1	324	324	1	1653	1653
ENST00000539966	ENSG00000102572	131924	11	9616	874.18	10	122328	12232.8	1	322	322	1	7989	7989
ENST00000218758	ENSG00000102575	4327	7	1637	233.86	6	2702	450.33	3	305	101.67	1	351	351
ENST00000602402	ENSG00000102580	117851	12	5602	466.83	11	112271	10206.45	1	118	118	1	3959	3959
ENST00000376747	ENSG00000102595	251823	39	4889	125.36	38	247010	6500.26	1	90	90	1	211	211
ENST00000375741	ENSG00000102606	179920	20	5545	277.25	19	174413	9179.63	1	251	251	1	2864	2864
ENST00000382353	ENSG00000102678	33427	3	4533	1511	2	28898	14449	1	841	841	1	3064	3064
ENST00000218867	ENSG00000102683	144185	8	1602	200.25	7	142597	20371	1	98	98	1	622	622
ENST00000381989	ENSG00000102699	91849	34	5471	160.91	33	86444	2619.52	2	76	38	1	189	189
ENST00000490716	ENSG00000102710	50141	25	3836	153.44	24	46353	1931.38	2	185	92.5	7	2066	295.14
ENST00000323563	ENSG00000102738	42064	7	1493	213.29	6	40583	6763.83	1	55	55	1	245	245
ENST00000338625	ENSG00000102743	22851	7	3828	546.86	6	19035	3172.5	2	124	62	1	2794	2794
ENST00000261667	ENSG00000102753	93364	17	4239	249.35	16	89157	5572.31	1	177	177	1	2481	2481
ENST00000282397	ENSG00000102755	194784	30	7153	238.43	29	187689	6472.03	1	286	286	1	2822	2822
ENST00000379359	ENSG00000102760	13323	5	963	192.6	4	12368	3092	1	159	159	1	387	387
ENST00000379310	ENSG00000102763	394276	45	7219	160.42	44	387145	8798.75	1	95	95	1	1363	1363
ENST00000337343	ENSG00000102780	194250	30	17527	584.23	29	176781	6095.9	1	127	127	1	13709	13709
ENST00000380615	ENSG00000102781	104923	11	7629	693.55	10	97314	9731.4	2	237	118.5	1	5911	5911
ENST00000442263	ENSG00000102786	16591	3	15431	5143.67	2	1164	582	1	491	491	1	14591	14591
ENST00000377462	ENSG00000102794	10129	5	2152	430.4	4	7985	1996.25	1	49	49	1	654	654
ENST00000218981	ENSG00000102796	36164	8	1978	247.25	7	34200	4885.71	2	114	57	1	1130	1130
ENST00000380482	ENSG00000102802	19303	5	2299	459.8	4	17012	4253	1	246	246	1	1138	1138
ENST00000458659	ENSG00000102804	144189	3	5964	1988	2	138229	69114.5	1	257	257	1	2484	2484
ENST00000636183	ENSG00000102805	14459	4	6668	1667	3	7797	2599	1	1440	1440	1	4149	4149
ENST00000219022	ENSG00000102837	23246	5	2848	569.6	4	20406	5101.5	1	25	25	1	1287	1287
ENST00000566549	ENSG00000102854	8100	17	2435	143.24	16	5697	356.06	2	419	209.5	1	133	133
ENST00000399577	ENSG00000102858	66106	17	6442	378.94	16	59696	3731	1	94	94	1	4674	4674
ENST00000262525	ENSG00000102870	8751	3	6086	2028.67	2	2669	1334.5	2	213	106.5	1	3263	3263
ENST00000486556	ENSG00000102871	2052	3	1836	612	2	220	110	1	625	625	1	451	451
ENST00000523077	ENSG00000102878	5020	11	2300	209.09	10	2740	274	0	0	0	0	0	0
ENST00000567034	ENSG00000102879	3145	3	2894	964.67	2	255	127.5	0	0	0	0	0	0
ENST00000484663	ENSG00000102882	8864	8	2575	321.88	7	6303	900.43	1	1135	1135	2	637	318.5
ENST00000360688	ENSG00000102886	8729	9	1315	146.11	8	7430	928.75	0	0	0	0	0	0
ENST00000652269	ENSG00000102890	4900	20	2531	126.55	19	2407	126.68	1	44	44	1	147	147
ENST00000219162	ENSG00000102891	3886	3	273	91	2	3617	1808.5	1	57	57	1	26	26
ENST00000299167	ENSG00000102893	240199	31	5495	177.26	30	234764	7825.47	1	26	26	1	2158	2158
ENST00000568820	ENSG00000102897	21518	5	1700	340	4	19826	4956.5	2	279	139.5	2	1096	548
ENST00000587481	ENSG00000102898	2609	1	2609	2609	0	0	0	0	0	0	0	0	0
ENST00000542526	ENSG00000102900	66832	20	8277	413.85	19	58593	3083.84	3	492	164	1	5678	5678
ENST00000569862	ENSG00000102901	5758	10	2967	296.7	9	2809	312.11	0	0	0	0	0	0
ENST00000568990	ENSG00000102904	21162	13	2530	194.62	12	18656	1554.67	1	243	243	9	1858	206.44
ENST00000426654	ENSG00000102908	139558	16	14235	889.69	15	125353	8356.87	1	1209	1209	13	12724	978.77
ENST00000285737	ENSG00000102910	113051	15	8210	547.33	14	104869	7490.64	1	90	90	1	5548	5548
ENST00000262384	ENSG00000102921	71456	7	7084	1012	6	64384	10730.67	1	209	209	1	4179	4179
ENST00000219197	ENSG00000102924	3923	3	2445	815	2	1482	741	1	374	374	1	1488	1488
ENST00000219204	ENSG00000102931	8378	6	1975	329.17	5	6413	1282.6	1	110	110	1	1369	1369
ENST00000613167	ENSG00000102934	35624	4	7582	1895.5	3	28048	9349.33	1	122	122	1	6972	6972
ENST00000563137	ENSG00000102935	368590	8	7976	997	7	360628	51518.29	1	339	339	1	3752	3752
ENST00000219235	ENSG00000102962	7408	3	2920	973.33	2	4492	2246	1	35	35	1	2602	2602
ENST00000572887	ENSG00000102967	19078	9	4833	537	8	14261	1782.62	1	178	178	1	3466	3466
ENST00000219244	ENSG00000102970	11298	4	620	155	3	10684	3561.33	2	131	65.5	1	203	203
ENST00000642943	ENSG00000102974	13584	3	4805	1601.67	2	8783	4391.5	0	0	0	0	0	0
ENST00000602622	ENSG00000102977	2740	3	2529	843	2	215	107.5	0	0	0	0	0	0
ENST00000219252	ENSG00000102978	9332	9	1773	197	8	7575	946.88	1	47	47	1	891	891
ENST00000602727	ENSG00000102981	1500	2	1283	641.5	1	219	219	0	0	0	0	0	0
ENST00000425432	ENSG00000102984	24499	8	1995	249.38	7	22518	3216.86	3	418	139.33	1	334	334
ENST00000219271	ENSG00000102996	21149	10	4072	407.2	9	17095	1899.44	1	598	598	1	1456	1456
ENST00000566082	ENSG00000103005	6506	3	3891	1297	2	2619	1309.5	0	0	0	0	0	0
ENST00000307892	ENSG00000103018	41647	5	4267	853.4	4	37388	9347	1	66	66	1	3745	3745
ENST00000219299	ENSG00000103021	33902	9	5281	586.78	8	28637	3579.62	1	80	80	1	4060	4060
ENST00000219301	ENSG00000103023	15052	7	1817	259.57	6	13247	2207.83	3	398	132.67	1	228	228
ENST00000561637	ENSG00000103024	1205	3	1017	339	2	192	96	0	0	0	0	0	0
ENST00000421602	ENSG00000103034	49114	18	5134	285.22	17	44014	2589.06	0	0	0	0	0	0
ENST00000219313	ENSG00000103035	9476	7	1638	234	6	7850	1308.33	1	102	102	1	556	556
ENST00000219315	ENSG00000103037	8327	8	6264	783	7	2077	296.71	1	22	22	1	4814	4814
ENST00000570101	ENSG00000103042	19616	11	4560	414.55	10	15076	1507.6	2	886	443	1	2277	2277
ENST00000571759	ENSG00000103043	3610	1	3610	3610	0	0	0	0	0	0	0	0	0
ENST00000306560	ENSG00000103044	10130	4	4224	1056	3	5912	1970.67	1	157	157	1	2403	2403
ENST00000261778	ENSG00000103047	241653	18	4911	272.83	17	236776	13928	1	88	88	1	1522	1522
ENST00000530314	ENSG00000103051	42970	17	3505	206.18	16	39497	2468.56	0	0	0	0	0	0
ENST00000219334	ENSG00000103056	90183	9	5280	586.67	8	84919	10614.88	3	427	142.33	1	2880	2880
ENST00000263997	ENSG00000103061	12914	5	4196	839.2	4	8726	2181.5	1	21	21	1	3242	3242
ENST00000566454	ENSG00000103064	37261	12	6320	526.67	11	30963	2814.82	4	273	68.25	1	4492	4492
ENST00000565460	ENSG00000103066	6277	2	3123	1561.5	1	3156	3156	0	0	0	0	0	0
ENST00000473183	ENSG00000103067	7096	15	3444	229.6	14	3680	262.86	1	83	83	1	1194	1194
ENST00000219368	ENSG00000103089	61853	7	2412	344.57	6	59453	9908.83	1	66	66	1	1222	1222
ENST00000262144	ENSG00000103091	113763	26	5904	227.08	25	107909	4316.36	1	107	107	1	2848	2848
ENST00000248248	ENSG00000103111	11210	6	5819	969.83	5	5401	1080.2	2	81	40.5	1	4091	4091
ENST00000219400	ENSG00000103121	40439	4	10076	2519	3	30369	10123	2	189	94.5	1	9646	9646
ENST00000461023	ENSG00000103126	58884	8	6348	793.5	7	52550	7507.14	0	0	0	0	0	0
ENST00000575214	ENSG00000103145	1600	2	1367	683.5	1	235	235	0	0	0	0	0	0
ENST00000611875	ENSG00000103148	53289	14	3142	224.43	13	50173	3859.46	2	101	50.5	1	1320	1320
ENST00000262430	ENSG00000103150	27918	5	13059	2611.8	4	14867	3716.75	1	31	31	1	11543	11543
ENST00000219431	ENSG00000103152	7587	5	1198	239.6	4	6397	1599.25	2	233	116.5	1	66	66
ENST00000565691	ENSG00000103154	31327	11	2075	188.64	10	29272	2927.2	1	723	723	1	431	431
ENST00000219439	ENSG00000103160	23038	6	3654	609	5	19394	3878.8	3	169	56.33	1	2490	2490
ENST00000564774	ENSG00000103168	9168	13	4650	357.69	12	4542	378.5	0	0	0	0	0	0
ENST00000564397	ENSG00000103174	5288	4	3290	822.5	3	2004	668	0	0	0	0	0	0
ENST00000622779	ENSG00000103175	4178	1	4178	4178	0	0	0	0	0	0	0	0	0
ENST00000251170	ENSG00000103184	60829	16	6461	403.81	15	54398	3626.53	2	169	84.5	1	4188	4188
ENST00000567278	ENSG00000103187	11496	2	5332	2666	1	6166	6166	0	0	0	0	0	0
ENST00000219473	ENSG00000103194	79924	14	3342	238.71	13	76608	5892.92	1	92	92	1	841	841
ENST00000262424	ENSG00000103196	89525	15	4598	306.53	14	84955	6068.21	2	225	112.5	1	2867	2867
ENST00000219476	ENSG00000103197	41508	42	6457	153.74	41	35133	856.9	2	112	56	1	882	882
ENST00000219478	ENSG00000103199	18925	6	5830	971.67	5	13105	2621	2	246	123	1	4138	4138
ENST00000468031	ENSG00000103202	2341	2	1863	931.5	1	480	480	0	0	0	0	0	0
ENST00000399408	ENSG00000103222	193499	32	6626	207.06	31	186935	6030.16	1	176	176	1	1794	1794
ENST00000676846	ENSG00000103226	68302	32	5263	164.47	31	63101	2035.52	1	162	162	2	1403	701.5
ENST00000569516	ENSG00000103227	19362	5	3363	672.6	4	16007	4001.75	0	0	0	0	0	0
ENST00000262426	ENSG00000103241	4897	2	3522	1761	1	1377	1377	1	44	44	1	2338	2338
ENST00000540986	ENSG00000103245	11170	10	3222	322.2	9	7966	885.11	2	1438	719	1	652	652
ENST00000625049	ENSG00000103248	3624	1	3624	3624	0	0	0	0	0	0	0	0	0
ENST00000563642	ENSG00000103249	7037	9	4193	465.89	8	2860	357.5	0	0	0	0	0	0
ENST00000647875	ENSG00000103253	6844	3	2484	828	2	4364	2182	0	0	0	0	0	0
ENST00000566525	ENSG00000103254	2010	3	1689	563	2	325	162.5	0	0	0	0	0	0
ENST00000261622	ENSG00000103257	39486	10	4566	456.6	9	34938	3882	1	86	86	1	2948	2948
ENST00000568223	ENSG00000103260	4539	4	3326	831.5	3	1219	406.33	1	173	173	1	2269	2269
ENST00000311635	ENSG00000103264	56791	9	5962	662.44	8	50845	6355.62	1	33	33	1	4302	4302
ENST00000569248	ENSG00000103266	2300	5	1858	371.6	4	450	112.5	0	0	0	0	0	0
ENST00000450775	ENSG00000103269	2547	6	1572	262	5	985	197	0	0	0	0	0	0
ENST00000283027	ENSG00000103274	25511	11	1242	112.91	10	24289	2428.9	1	23	23	1	247	247
ENST00000677987	ENSG00000103275	9803	3	5439	1813	2	4368	2184	0	0	0	0	0	0
ENST00000574002	ENSG00000103310	17060	20	2769	138.45	19	14329	754.16	2	485	242.5	1	29	29
ENST00000542898	ENSG00000103313	14601	11	3721	338.27	10	10900	1090	1	41	41	3	1738	579.33
ENST00000571666	ENSG00000103316	16955	6	1513	252.17	5	15452	3090.4	0	0	0	0	0	0
ENST00000263026	ENSG00000103319	82462	18	7416	412	17	75080	4416.47	2	480	240	1	4743	4743
ENST00000219611	ENSG00000103326	26926	14	4902	350.14	13	22050	1696.15	4	511	127.75	1	1121	1121
ENST00000301015	ENSG00000103335	69884	51	8140	159.61	50	61844	1236.88	1	257	257	1	268	268
ENST00000434724	ENSG00000103342	47830	15	7156	477.07	14	40702	2907.29	1	237	237	1	4992	4992
ENST00000268655	ENSG00000103343	8151	3	2462	820.67	2	5693	2846.5	1	791	791	1	446	446
ENST00000571025	ENSG00000103351	35809	11	5137	467	10	30692	3069.2	1	51	51	1	3913	3913
ENST00000395878	ENSG00000103353	16664	7	4752	678.86	6	11924	1987.33	1	17	17	1	3800	3800
ENST00000576886	ENSG00000103355	2890	4	1759	439.75	3	1137	379	1	295	295	1	1114	1114
ENST00000449606	ENSG00000103356	36598	9	5205	578.33	8	31409	3926.12	1	8	8	1	3618	3618
ENST00000409477	ENSG00000103363	5782	3	1000	333.33	2	4786	2393	1	81	81	1	576	576
ENST00000309859	ENSG00000103365	46954	17	5990	352.35	16	40996	2562.25	1	84	84	1	4049	4049
ENST00000219660	ENSG00000103375	11987	6	1331	221.83	5	10666	2133.2	1	100	100	1	441	441
ENST00000381774	ENSG00000103381	144090	4	6147	1536.75	3	137949	45983	1	112	112	1	5088	5088
ENST00000219689	ENSG00000103404	88048	16	10897	681.06	15	77181	5145.4	1	183	183	1	6641	6641
ENST00000619913	ENSG00000103415	34008	6	1914	319	5	32104	6420.8	2	369	184.5	1	591	591
ENST00000577083	ENSG00000103423	7700	4	3355	838.75	3	4351	1450.33	0	0	0	0	0	0
ENST00000575334	ENSG00000103426	80245	33	3848	116.61	32	76461	2389.41	2	468	234	16	1757	109.81
ENST00000261658	ENSG00000103429	36287	8	2911	363.88	7	33390	4770	2	143	71.5	1	1410	1410
ENST00000440970	ENSG00000103449	14624	3	5256	1752	2	9372	4686	2	434	217	1	1138	1138
ENST00000219746	ENSG00000103460	110728	7	4966	709.43	6	105774	17629	1	421	421	1	2809	2809
ENST00000680543	ENSG00000103479	57212	21	6347	302.24	20	50905	2545.25	0	0	0	0	0	0
ENST00000395384	ENSG00000103485	19521	4	2204	551	3	17323	5774.33	1	19	19	1	1289	1289
ENST00000261381	ENSG00000103489	369193	12	9982	831.83	11	359233	32657.55	1	165	165	1	6927	6927
ENST00000561508	ENSG00000103490	1258	2	1139	569.5	1	121	121	1	761	761	0	0	0
ENST00000647211	ENSG00000103494	105708	27	7962	294.89	26	97798	3761.46	2	66	33	1	3924	3924
ENST00000219782	ENSG00000103495	4570	6	2704	450.67	5	1876	375.2	1	107	107	2	1112	556
ENST00000493902	ENSG00000103496	7036	12	1600	133.33	11	5458	496.18	0	0	0	0	0	0
ENST00000563893	ENSG00000103502	4849	5	2258	451.6	4	2599	649.75	0	0	0	0	0	0
ENST00000566568	ENSG00000103507	4119	9	2567	285.22	8	1568	196	0	0	0	0	0	0
ENST00000538768	ENSG00000103510	5811	8	2508	313.5	7	3317	473.86	0	0	0	0	0	0
ENST00000287667	ENSG00000103512	62438	31	4343	140.1	30	58155	1938.5	1	132	132	1	513	513
ENST00000337929	ENSG00000103522	49870	9	4846	538.44	8	45040	5630	2	463	231.5	1	2760	2760
ENST00000562034	ENSG00000103528	97348	6	5098	849.67	5	92260	18452	2	3800	1900	1	53	53
ENST00000396229	ENSG00000103534	88380	22	4939	224.5	21	83483	3975.38	3	752	250.67	1	1148	1148
ENST00000396212	ENSG00000103540	29599	15	5564	370.93	14	24063	1718.79	3	439	146.33	1	2138	2138
ENST00000251143	ENSG00000103544	145750	31	3925	126.61	30	141885	4729.5	1	49	49	1	688	688
ENST00000682050	ENSG00000103546	51393	13	7068	543.69	12	44349	3695.75	2	152	76	6	5858	976.33
ENST00000493683	ENSG00000103549	13973	19	5390	283.68	18	8619	478.83	0	0	0	0	0	0
ENST00000219837	ENSG00000103550	16292	5	6427	1285.4	4	9873	2468.25	2	74	37	1	4974	4974
ENST00000219919	ENSG00000103569	47532	6	2855	475.83	5	44687	8937.4	1	186	186	1	1777	1777
ENST00000261880	ENSG00000103591	53996	10	3142	314.2	9	50872	5652.44	1	31	31	1	2155	2155
ENST00000335894	ENSG00000103599	247020	21	4274	203.52	20	242786	12139.3	1	112	112	1	1059	1059
ENST00000413507	ENSG00000103642	9640	5	2983	596.6	4	6665	1666.25	1	40	40	1	1818	1818
ENST00000261861	ENSG00000103647	148815	12	3557	296.42	11	145280	13207.27	1	271	271	1	1833	1833
ENST00000220003	ENSG00000103653	21119	13	2756	212	12	18387	1532.25	2	708	354	1	685	685
ENST00000443617	ENSG00000103657	225332	78	15275	195.83	77	210211	2730.01	2	150	75	1	464	464
ENST00000261884	ENSG00000103671	67469	13	2026	155.85	12	65467	5455.58	1	29	29	1	240	240
ENST00000220058	ENSG00000103707	28129	9	2755	306.11	8	25390	3173.75	1	27	27	1	1551	1551
ENST00000220062	ENSG00000103710	14656	5	2524	504.8	4	12140	3035	1	157	157	1	1563	1563
ENST00000679531	ENSG00000103723	50827	24	6234	259.75	23	44639	1940.83	0	0	0	0	0	0
ENST00000258873	ENSG00000103740	67099	14	6229	444.93	13	60896	4684.31	1	65	65	1	3977	3977
ENST00000352385	ENSG00000103742	41465	20	6383	319.15	19	35120	1848.42	1	86	86	1	2526	2526
ENST00000261890	ENSG00000103769	22500	5	4900	980	4	17608	4402	1	96	96	1	4150	4150
ENST00000529612	ENSG00000103811	21097	9	7224	802.67	8	13889	1736.12	0	0	0	0	0	0
ENST00000394132	ENSG00000103852	113260	14	3886	277.57	13	109400	8415.38	5	846	169.2	1	1688	1688
ENST00000318443	ENSG00000103855	30133	10	3305	330.5	9	26846	2982.89	2	134	67	1	1559	1559
ENST00000683593	ENSG00000103876	5629	3	3514	1171.33	2	2119	1059.5	0	0	0	0	0	0
ENST00000394685	ENSG00000103888	172403	30	7383	246.1	29	165078	5692.34	3	423	141	1	2848	2848
ENST00000562303	ENSG00000103932	27068	24	5921	246.71	23	21193	921.43	2	105	52.5	3	1849	616.33
ENST00000558090	ENSG00000103942	12783	2	10343	5171.5	1	2442	2442	0	0	0	2	10330	5165
ENST00000220325	ENSG00000103966	76626	6	6407	1067.83	5	70229	14045.8	1	64	64	1	4713	4713
ENST00000448392	ENSG00000103978	63134	19	3068	161.47	18	60102	3339	1	309	309	1	1257	1257
ENST00000263805	ENSG00000103994	44711	19	10479	551.53	18	34268	1903.78	1	328	328	1	4482	4482
ENST00000380950	ENSG00000103995	73133	27	5587	206.93	26	67598	2599.92	2	118	59	1	312	312
ENST00000559726	ENSG00000104043	255079	29	5812	200.41	28	249323	8904.39	2	163	81.5	23	5276	229.39
ENST00000354638	ENSG00000104044	344442	24	3167	131.96	23	341321	14840.04	2	115	57.5	1	514	514
ENST00000251250	ENSG00000104047	35135	6	13782	2297	5	21363	4272.6	3	210	70	1	12655	12655
ENST00000220420	ENSG00000104055	34340	13	2856	219.69	12	31508	2625.67	1	80	80	1	602	602
ENST00000261275	ENSG00000104059	450729	11	4974	452.18	10	445775	44577.5	1	257	257	1	3088	3088
ENST00000380877	ENSG00000104064	79811	9	4618	513.11	8	75209	9401.12	1	215	215	1	3244	3244
ENST00000346128	ENSG00000104067	123138	28	7978	284.93	27	115214	4267.19	1	476	476	1	2229	2229
ENST00000354670	ENSG00000104081	20991	5	4697	939.4	4	16302	4075.5	3	243	81	1	3898	3898
ENST00000251076	ENSG00000104093	175124	43	10715	249.19	42	164493	3916.5	1	289	289	1	1274	1274
ENST00000220478	ENSG00000104112	39525	12	3172	264.33	11	36375	3306.82	1	254	254	1	1501	1501
ENST00000220496	ENSG00000104129	42314	11	3732	339.27	10	38602	3860.2	1	28	28	1	2780	2780
ENST00000261868	ENSG00000104131	25658	8	2487	310.88	7	23185	3312.14	1	49	49	1	1655	1655
ENST00000682495	ENSG00000104133	100964	41	7934	193.51	40	93110	2327.75	1	32	32	21	4250	202.38
ENST00000220507	ENSG00000104140	2022	3	1653	551	2	373	186.5	1	96	96	1	845	845
ENST00000220509	ENSG00000104142	9527	5	3880	776	4	5655	1413.75	1	320	320	1	635	635
ENST00000220514	ENSG00000104147	23320	5	1206	241.2	4	22122	5530.5	1	31	31	1	482	482
ENST00000261867	ENSG00000104154	43151	8	7118	889.75	7	36047	5149.57	2	265	132.5	1	5558	5558
ENST00000568816	ENSG00000104164	22121	6	4019	669.83	5	18112	3622.4	4	593	148.25	1	3197	3197
ENST00000324324	ENSG00000104177	43665	17	10154	597.29	16	33543	2096.44	1	59	59	1	8277	8277
ENST00000396596	ENSG00000104205	86841	17	4207	247.47	16	82666	5166.62	2	262	131	1	2440	2440
ENST00000541323	ENSG00000104213	66702	7	1912	273.14	6	64802	10800.33	2	447	223.5	1	333	333
ENST00000675990	ENSG00000104218	41707	12	6011	500.92	11	35718	3247.09	0	0	0	0	0	0
ENST00000262096	ENSG00000104219	68319	13	5937	456.69	12	62406	5200.5	1	243	243	2	4580	2290
ENST00000220659	ENSG00000104221	6595	4	2564	641	3	4037	1345.67	1	79	79	1	1223	1223
ENST00000305364	ENSG00000104228	26388	6	4189	698.17	5	22209	4441.8	1	38	38	1	2665	2665
ENST00000524305	ENSG00000104231	13707	4	2723	680.75	3	10990	3663.33	0	0	0	0	0	0
ENST00000220676	ENSG00000104237	14740	4	7075	1768.75	3	7671	2557	2	121	60.5	1	482	482
ENST00000285379	ENSG00000104267	17488	7	1569	224.14	6	15931	2655.17	1	76	76	1	705	705
ENST00000240093	ENSG00000104290	80048	8	13778	1722.25	7	66284	9469.14	3	525	175	1	11248	11248
ENST00000416984	ENSG00000104299	122583	16	2775	173.44	15	119838	7989.2	1	361	361	1	486	486
ENST00000220751	ENSG00000104312	33250	11	2527	229.73	10	30743	3074.3	1	246	246	1	649	649
ENST00000645793	ENSG00000104313	350552	21	4275	203.57	20	346317	17315.85	6	652	108.67	1	1830	1830
ENST00000396252	ENSG00000104320	69894	19	4926	259.26	18	65004	3611.33	3	349	116.33	15	4399	293.27
ENST00000262209	ENSG00000104321	54336	27	5218	193.26	26	49170	1891.15	1	176	176	1	1657	1657
ENST00000220763	ENSG00000104324	498261	8	1940	242.5	7	496335	70905	2	197	98.5	1	319	319
ENST00000220764	ENSG00000104325	52158	10	2770	277	9	49406	5489.56	1	17	17	1	1737	1737
ENST00000469032	ENSG00000104327	5862	3	5395	1798.33	2	471	235.5	0	0	0	0	0	0
ENST00000262644	ENSG00000104331	35938	5	7229	1445.8	4	28717	7179.25	1	283	283	1	5863	5863
ENST00000220772	ENSG00000104332	47513	3	4467	1489	2	43050	21525	1	315	315	1	3206	3206
ENST00000445593	ENSG00000104341	77958	7	3180	454.29	6	74790	12465	1	681	681	1	1540	1540
ENST00000650817	ENSG00000104343	92692	7	8466	1209.43	6	84238	14039.67	1	2	2	1	7883	7883
ENST00000401707	ENSG00000104356	42544	16	4755	297.19	15	37819	2521.27	2	102	51	1	1565	1565
ENST00000341166	ENSG00000104361	104562	12	4593	382.75	11	99991	9090.09	1	257	257	1	3219	3219
ENST00000520201	ENSG00000104365	61068	19	5021	264.26	18	56083	3115.72	0	0	0	0	0	0
ENST00000521647	ENSG00000104368	3796	2	3464	1732	1	334	334	0	0	0	0	0	0
ENST00000342232	ENSG00000104369	86842	6	4596	766	5	82256	16451.2	1	254	254	2	2353	1176.5
ENST00000220812	ENSG00000104371	3168	4	900	225	3	2274	758	1	185	185	1	38	38
ENST00000523960	ENSG00000104375	63749	3	5336	1778.67	2	58417	29208.5	0	0	0	0	0	0
ENST00000675460	ENSG00000104381	21600	2	7740	3870	1	13862	13862	0	0	0	0	0	0
ENST00000262646	ENSG00000104388	106659	8	3743	467.88	7	102930	14704.29	1	222	222	1	2876	2876
ENST00000677965	ENSG00000104408	46918	13	7951	611.62	12	38991	3249.25	0	0	0	0	0	0
ENST00000220853	ENSG00000104412	45574	11	3538	321.64	10	42056	4205.6	1	36	36	1	2599	2599
ENST00000433389	ENSG00000104413	66294	16	3784	236.5	15	62540	4169.33	1	146	146	2	1579	789.5
ENST00000250160	ENSG00000104415	40653	5	5195	1039	4	35466	8866.5	1	107	107	1	3981	3981
