Geneid	Genename	length
ENSMUSG00000021028	Mbip	17593
ENSMUSG00000021032	Ngb	5010
ENSMUSG00000021033	Gstz1	17161
ENSMUSG00000021036	Sptlc2	83299
ENSMUSG00000021037	Ahsa1	7283
ENSMUSG00000021038	Vipas39	27385
ENSMUSG00000021039	Snw1	22366
ENSMUSG00000021040	Slirp	8312
ENSMUSG00000021044	Adck1	101167
ENSMUSG00000021047	Nova1	124414
ENSMUSG00000021048	Mthfd1	64507
ENSMUSG00000021051	Ppp2r5e	145321
ENSMUSG00000021054	Sgpp1	21482
ENSMUSG00000021055	Esr2	56842
ENSMUSG00000021055	Esr2	56842
ENSMUSG00000021056	Tex21	48059
ENSMUSG00000021057	Akap5	9264
ENSMUSG00000021061	Sptb	130061
ENSMUSG00000021062	Rab15	24595
ENSMUSG00000021065	Fut8	237862
ENSMUSG00000021066	Atl1	73314
ENSMUSG00000021067	Sav1	21992
ENSMUSG00000021068	Nin	102284
ENSMUSG00000021069	Pygl	40671
ENSMUSG00000021070	Bdkrb2	32013
ENSMUSG00000021071	Trim9	102819
ENSMUSG00000021072	Tmx1	14947
ENSMUSG00000021076	Actr10	26863
ENSMUSG00000021078	Tomm20l	11795
ENSMUSG00000021079	Timm9	13502
ENSMUSG00000021081	Serpina1f	6624
ENSMUSG00000021086	Ccdc175	83731
ENSMUSG00000021087	Rtn1	197304
ENSMUSG00000021090	Lrrc9	72301
ENSMUSG00000021091	Serpina3n	7602
ENSMUSG00000021094	Dhrs7	14558
ENSMUSG00000021095	Gsc	2123
ENSMUSG00000021096	Ppm1a	38610
ENSMUSG00000021097	Clmn	101961
ENSMUSG00000021098	4930447C04Rik	36799
ENSMUSG00000021099	Six6	5009
ENSMUSG00000021102	Glrx5	10218
ENSMUSG00000021103	Mnat1	150273
ENSMUSG00000021108	Prkch	193390
ENSMUSG00000021109	Hif1a	46157
ENSMUSG00000021111	Papola	54237
ENSMUSG00000021112	Mpp5	91724
ENSMUSG00000021113	Snapc1	24442
ENSMUSG00000021114	Atp6v1d	20915
ENSMUSG00000021115	Vrk1	67136
ENSMUSG00000021116	Eif2s1	25193
ENSMUSG00000021118	Plek2	18275
ENSMUSG00000021120	Pigh	8989
ENSMUSG00000021123	Rdh12	13753
ENSMUSG00000021124	Vti1b	16652
ENSMUSG00000021125	Arg2	25526
ENSMUSG00000021127	Zfp36l1	5261
ENSMUSG00000021130	Galnt16	85617
ENSMUSG00000021131	Erh	10321
ENSMUSG00000021133	Susd6	90278
ENSMUSG00000021134	Srsf5	5005
ENSMUSG00000021135	Slc10a1	15524
ENSMUSG00000021136	Smoc1	159608
ENSMUSG00000021140	Pcnx	140896
ENSMUSG00000021143	Pacs2	59895
ENSMUSG00000021144	Mta1	38930
ENSMUSG00000021144	Mta1	38930
ENSMUSG00000021144	Mta1	38930
ENSMUSG00000021147	Wdr37	68764
ENSMUSG00000021148	Gm9745	6658
ENSMUSG00000021149	Gtpbp4	29754
ENSMUSG00000021156	Zmynd11	80483
ENSMUSG00000021171	Esyt2	109830
ENSMUSG00000021175	Cdca7l	65760
ENSMUSG00000021176	Efcab11	190380
ENSMUSG00000021177	Tdp1	70684
ENSMUSG00000021178	Psmc1	13253
ENSMUSG00000021179	Nrde2	34198
ENSMUSG00000021180	Rps6ka5	176683
ENSMUSG00000021182	Ccdc88c	117535
ENSMUSG00000021185	Dglucy	117897
ENSMUSG00000021186	Fbln5	72492
ENSMUSG00000021187	Tc2n	73082
ENSMUSG00000021188	Trip11	79226
ENSMUSG00000021189	Atxn3	39347
ENSMUSG00000021190	Lgmn	45717
ENSMUSG00000021192	Golga5	28772
ENSMUSG00000021193	Pitrm1	32366
ENSMUSG00000021194	Chga	10061
ENSMUSG00000021196	Pfkp	69011
ENSMUSG00000021198	Unc79	235144
ENSMUSG00000021200	Asb2	34861
ENSMUSG00000021203	Otub2	17659
ENSMUSG00000021207	Akr1c21	12468
ENSMUSG00000021207	Akr1c21	12468
ENSMUSG00000021208	Ifi27l2b	6327
ENSMUSG00000021209	Ppp4r4	81550
ENSMUSG00000021210	Akr1c6	23226
ENSMUSG00000021211	Akr1c12	11259
ENSMUSG00000021213	Akr1c13	14448
ENSMUSG00000021214	Akr1c18	18034
ENSMUSG00000021215	Net1	34889
ENSMUSG00000021216	Tubal3	15234
ENSMUSG00000021217	Tshz3	75437
ENSMUSG00000021218	Gdi2	29810
ENSMUSG00000021219	Rgs6	544559
ENSMUSG00000021221	Dpf3	273967
ENSMUSG00000021222	Dcaf4	21451
ENSMUSG00000021223	Papln	28750
ENSMUSG00000021224	Numb	127902
ENSMUSG00000021226	Acot2	6014
ENSMUSG00000021228	Acot3	8253
ENSMUSG00000021234	Fam161b	16526
ENSMUSG00000021235	Coq6	12137
ENSMUSG00000021236	Entpd5	35156
ENSMUSG00000021238	Aldh6a1	20288
ENSMUSG00000021239	Vsx2	25697
ENSMUSG00000021240	Abcd4	14839
ENSMUSG00000021241	Isca2	1836
ENSMUSG00000021242	Npc2	18592
ENSMUSG00000021243	Fcf1	12408
ENSMUSG00000021244	Ylpm1	74173
ENSMUSG00000021245	Mlh3	36081
ENSMUSG00000021248	Tmed10	32061
ENSMUSG00000021250	Fos	3385
ENSMUSG00000021252	Erg28	9076
ENSMUSG00000021253	Tgfb3	22298
ENSMUSG00000021254	Gpatch2l	49928
ENSMUSG00000021255	Esrrb	160513
ENSMUSG00000021256	Vash1	13393
ENSMUSG00000021257	Angel1	25960
ENSMUSG00000021258	Ccnk	23780
ENSMUSG00000021259	Cyp46a1	27855
ENSMUSG00000021260	Hhipl1	24601
ENSMUSG00000021262	Evl	133798
ENSMUSG00000021263	Degs2	14056
ENSMUSG00000021264	Yy1	27177
ENSMUSG00000021265	Slc25a29	10012
ENSMUSG00000021266	Wars	34146
ENSMUSG00000021270	Hsp90aa1	8101
ENSMUSG00000021271	Zfp839	19719
ENSMUSG00000021273	Fdft1	34430
ENSMUSG00000021275	Tecpr2	83132
ENSMUSG00000021276	Cinp	16537
ENSMUSG00000021277	Traf3	100785
ENSMUSG00000021278	Amn	5333
ENSMUSG00000021279	Cdc42bpb	84744
ENSMUSG00000021280	Exoc3l4	14250
ENSMUSG00000021281	Tnfaip2	12551
ENSMUSG00000021282	Eif5	8738
ENSMUSG00000021285	Ppp1r13b	79655
ENSMUSG00000021286	Zfyve21	17981
ENSMUSG00000021287	Xrcc3	10650
ENSMUSG00000021288	Klc1	47928
ENSMUSG00000021290	Atp5mpl	5604
ENSMUSG00000021294	Kif26a	35541
ENSMUSG00000021298	Gpr132	15083
ENSMUSG00000021301	Hecw1	296790
ENSMUSG00000021302	Ggps1	12831
ENSMUSG00000021303	Gng4	43569
ENSMUSG00000021306	Gpr137b	35996
ENSMUSG00000021311	Mtr	75385
ENSMUSG00000021313	Ryr2	553845
ENSMUSG00000021314	Amph	202718
ENSMUSG00000021318	Gli3	266048
ENSMUSG00000021319	Sfrp4	9892
ENSMUSG00000021322	Aoah	230141
ENSMUSG00000021326	Trim27	15281
ENSMUSG00000021327	Zkscan3	15754
ENSMUSG00000021335	Slc17a1	25467
ENSMUSG00000021336	Slc17a4	19119
ENSMUSG00000021337	Scgn	37760
ENSMUSG00000021338	Carmil1	268138
ENSMUSG00000021339	Mrs2	32898
ENSMUSG00000021340	Gpld1	49351
ENSMUSG00000021342	Prl	7636
ENSMUSG00000021345	Prl8a6	6009
ENSMUSG00000021346	Prl8a8	6251
ENSMUSG00000021347	Prl7b1	8765
ENSMUSG00000021348	Prl7d1	10401
ENSMUSG00000021356	Irf4	17752
ENSMUSG00000021356	Irf4	17752
ENSMUSG00000021357	Exoc2	160137
ENSMUSG00000021359	Tfap2a	21773
ENSMUSG00000021360	Gcnt2	101135
ENSMUSG00000021361	Tmem14c	6296
ENSMUSG00000021362	Gcm2	8757
ENSMUSG00000021363	Mak	54588
ENSMUSG00000021364	Elovl2	38026
ENSMUSG00000021365	Nedd9	177714
ENSMUSG00000021366	Hivep1	133007
ENSMUSG00000021367	Edn1	6516
ENSMUSG00000021368	Tbc1d7	19759
ENSMUSG00000021371	Mcur1	21770
ENSMUSG00000021373	Cap2	148435
ENSMUSG00000021374	Nup153	48037
ENSMUSG00000021375	Kif13a	180633
ENSMUSG00000021376	Tpmt	19669
ENSMUSG00000021377	Dek	21410
ENSMUSG00000021379	Id4	4800
ENSMUSG00000021381	Barx1	3511
ENSMUSG00000021384	Susd3	17879
ENSMUSG00000021385	Ippk	43326
ENSMUSG00000021388	Aspn	23116
ENSMUSG00000021390	Ogn	16457
ENSMUSG00000021391	Cenpp	188764
ENSMUSG00000021392	Nol8	25878
ENSMUSG00000021395	Spin1	51668
ENSMUSG00000021396	Nxnl2	4168
ENSMUSG00000021400	Wrnip1	20573
ENSMUSG00000021403	Serpinb9b	14470
ENSMUSG00000021404	Serpinb9c	10469
ENSMUSG00000021408	Ripk1	34275
ENSMUSG00000021411	Pxdc1	25654
ENSMUSG00000021413	Prpf4b	30764
ENSMUSG00000021414	Fam217a	14070
ENSMUSG00000021415	4933417A18Rik	31468
ENSMUSG00000021416	Eci3	17198
ENSMUSG00000021417	Eci2	41029
ENSMUSG00000021418	Rpp40	12889
ENSMUSG00000021420	Fars2	606408
ENSMUSG00000021423	Ly86	73830
ENSMUSG00000021427	Ssr1	27554
ENSMUSG00000021428	Riok1	24440
ENSMUSG00000021431	Snrnp48	22722
ENSMUSG00000021432	Slc35b3	28741
ENSMUSG00000021439	Ctsq	5609
ENSMUSG00000021440	Cts7	5736
ENSMUSG00000021440	Cts7	5736
ENSMUSG00000021441	Cts6	8280
ENSMUSG00000021448	Shc3	138448
ENSMUSG00000021448	Shc3	138448
ENSMUSG00000021451	Sema4d	92503
ENSMUSG00000021453	Gadd45g	1792
ENSMUSG00000021456	Fbp2	21547
ENSMUSG00000021457	Syk	65621
ENSMUSG00000021458	Aopep	287386
ENSMUSG00000021460	Auh	94544
ENSMUSG00000021461	Fancc	149768
ENSMUSG00000021464	Ror2	176809
ENSMUSG00000021466	Ptch1	65133
ENSMUSG00000021468	Sptlc1	44651
ENSMUSG00000021469	Msx2	6192
ENSMUSG00000021470	Ercc6l2	85002
ENSMUSG00000021474	Sfxn1	36475
ENSMUSG00000021476	Habp4	24715
ENSMUSG00000021477	Ctsl	11555
ENSMUSG00000021478	Drd1	4524
ENSMUSG00000021481	Zfp346	29500
ENSMUSG00000021482	Prxl2c	37023
ENSMUSG00000021483	Cdk20	9461
ENSMUSG00000021484	Lman2	18952
ENSMUSG00000021485	Mxd3	4592
ENSMUSG00000021486	Prelid1	4774
ENSMUSG00000021488	Nsd1	108545
ENSMUSG00000021490	Slc34a1	17407
ENSMUSG00000021492	F12	8837
ENSMUSG00000021493	Pdlim7	17645
ENSMUSG00000021494	Ddx41	6250
ENSMUSG00000021495	Fam193b	31806
ENSMUSG00000021496	Pcbd2	49464
ENSMUSG00000021497	Txndc15	11579
ENSMUSG00000021499	Catsper3	24421
ENSMUSG00000021500	Ddx46	46231
ENSMUSG00000021500	Ddx46	46231
ENSMUSG00000021501	Caml	9408
ENSMUSG00000021504	B4galt7	10549
ENSMUSG00000021506	Pitx1	7720
ENSMUSG00000021508	Cxcl14	7910
ENSMUSG00000021509	Slc25a48	35886
ENSMUSG00000021510	Zfp729a	25030
ENSMUSG00000021514	Zfp369	25409
ENSMUSG00000021518	Ptdss1	65573
ENSMUSG00000021519	Mterf3	20972
ENSMUSG00000021520	Uqcrb	4763
ENSMUSG00000021532	Fastkd3	10092
ENSMUSG00000021534	1700001L19Rik	16812
ENSMUSG00000021536	Adcy2	379500
ENSMUSG00000021537	Cetn3	14080
ENSMUSG00000021538	Il9	2971
ENSMUSG00000021539	Lect2	6040
ENSMUSG00000021540	Smad5	39369
ENSMUSG00000021541	Trpc7	122665
ENSMUSG00000021545	1700067P10Rik	1601
ENSMUSG00000021546	Hnrnpk	12203
ENSMUSG00000021548	Ccnh	24317
ENSMUSG00000021549	Rasa1	74251
ENSMUSG00000021550	2210016F16Rik	5410
ENSMUSG00000021552	Gkap1	40844
ENSMUSG00000021553	Slc28a3	57574
ENSMUSG00000021555	Naa35	50629
ENSMUSG00000021556	Golm1	41187
ENSMUSG00000021557	Agtpbp1	111571
ENSMUSG00000021559	Dapk1	160982
ENSMUSG00000021565	Slc6a19	21037
ENSMUSG00000021567	Nkd2	29099
ENSMUSG00000021569	Trip13	26439
ENSMUSG00000021572	Cep72	25801
ENSMUSG00000021573	Tppp	26336
ENSMUSG00000021575	Ahrr	81215
ENSMUSG00000021576	Pdcd6	14065
ENSMUSG00000021577	Sdha	28028
ENSMUSG00000021578	Ccdc127	15476
ENSMUSG00000021579	Lrrc14b	4429
ENSMUSG00000021583	Erap1	53635
ENSMUSG00000021585	Cast	116444
ENSMUSG00000021587	Pcsk1	45037
ENSMUSG00000021589	Rhobtb3	74332
ENSMUSG00000021590	Spata9	31235
ENSMUSG00000021591	Glrx	10285
ENSMUSG00000021592	Arsk	38240
ENSMUSG00000021592	Arsk	38240
ENSMUSG00000021594	Srd5a1	37995
ENSMUSG00000021595	Nsun2	81724
ENSMUSG00000021596	Mctp1	647277
ENSMUSG00000021597	Slf1	92387
ENSMUSG00000021598	Med10	11406
ENSMUSG00000021604	Irx4	9131
ENSMUSG00000021606	Ndufs6	8670
ENSMUSG00000021607	Mrpl36	3225
ENSMUSG00000021608	Lpcat1	49227
ENSMUSG00000021608	Lpcat1	49227
ENSMUSG00000021609	Slc6a3	41927
ENSMUSG00000021610	Clptm1l	16601
ENSMUSG00000021611	Tert	22929
ENSMUSG00000021612	Slc6a18	16273
ENSMUSG00000021613	Hapln1	71858
ENSMUSG00000021614	Vcan	87199
ENSMUSG00000021615	Xrcc4	315498
ENSMUSG00000021619	Atg10	288614
ENSMUSG00000021620	Acot12	44638
ENSMUSG00000021621	Zcchc9	11174
ENSMUSG00000021622	Ckmt2	23500
ENSMUSG00000021624	Cd180	46052
ENSMUSG00000021629	Slc30a5	30781
ENSMUSG00000021635	Rad17	33889
ENSMUSG00000021636	Marveld2	21016
ENSMUSG00000021638	Ocln	55993
ENSMUSG00000021639	Gtf2h2	32122
ENSMUSG00000021640	Naip1	45096
ENSMUSG00000021643	Serf1	6418
ENSMUSG00000021645	Smn1	12840
ENSMUSG00000021646	Mccc2	67108
ENSMUSG00000021647	Cartpt	2604
ENSMUSG00000021650	Ptcd2	25060
ENSMUSG00000021660	Btf3	7111
ENSMUSG00000021661	Ankra2	11682
ENSMUSG00000021662	Arhgef28	306972
ENSMUSG00000021665	Hexb	22028
ENSMUSG00000021666	Gfm2	43195
ENSMUSG00000021668	Polk	61797
ENSMUSG00000021669	Col4a3bp	97434
ENSMUSG00000021670	Hmgcr	21971
ENSMUSG00000021671	Poc5	29445
ENSMUSG00000021675	F2rl2	5888
ENSMUSG00000021676	Iqgap2	264823
ENSMUSG00000021678	F2rl1	13497
ENSMUSG00000021679	S100z	1455
ENSMUSG00000021680	Crhbp	13555
ENSMUSG00000021681	Aggf1	24671
ENSMUSG00000021684	Pde8b	225884
ENSMUSG00000021685	Otp	9530
ENSMUSG00000021686	Ap3b1	207359
ENSMUSG00000021687	Scamp1	84521
ENSMUSG00000021690	Jmy	69709
ENSMUSG00000021692	Dimt1	13048
ENSMUSG00000021693	Kif2a	63124
ENSMUSG00000021694	Ercc8	36635
ENSMUSG00000021696	Elovl7	71281
ENSMUSG00000021697	Depdc1b	91404
ENSMUSG00000021699	Pde4d	1297299
ENSMUSG00000021700	Rab3c	225965
ENSMUSG00000021701	Plk2	5800
ENSMUSG00000021702	Thbs4	43230
ENSMUSG00000021703	Serinc5	100858
ENSMUSG00000021704	Mtx3	13445
ENSMUSG00000021706	Zfyve16	43762
ENSMUSG00000021707	Dhfr	34329
ENSMUSG00000021708	Rasgrf2	239647
ENSMUSG00000021709	Erbin	101729
ENSMUSG00000021710	Nln	86559
ENSMUSG00000021711	Trappc13	36322
ENSMUSG00000021712	Trim23	24535
ENSMUSG00000021713	Ppwd1	23700
ENSMUSG00000021714	Cenpk	21008
ENSMUSG00000021715	Cwc27	185815
ENSMUSG00000021716	Srek1ip1	45878
ENSMUSG00000021718	4933425L06Rik	39662
ENSMUSG00000021719	Rgs7bp	109028
ENSMUSG00000021720	Rnf180	164403
ENSMUSG00000021721	Htr1a	4485
ENSMUSG00000021725	Parp8	170704
ENSMUSG00000021728	Emb	54145
ENSMUSG00000021730	Hcn1	384940
ENSMUSG00000021731	Mrps30	8873
ENSMUSG00000021732	Fgf10	119545
ENSMUSG00000021733	Slc4a7	97663
ENSMUSG00000021737	Psmd6	8812
ENSMUSG00000021738	Atxn7	142044
ENSMUSG00000021743	Fezf2	4803
ENSMUSG00000021747	4930452B06Rik	235050
ENSMUSG00000021748	Pdhb	7031
ENSMUSG00000021749	Oit1	29819
ENSMUSG00000021750	Fam107a	20469
ENSMUSG00000021751	Acox2	33844
ENSMUSG00000021752	Kctd6	9668
ENSMUSG00000021754	Map3k1	62567
ENSMUSG00000021756	Il6st	46018
ENSMUSG00000021758	Ddx4	54142
ENSMUSG00000021759	Plpp1	67104
ENSMUSG00000021760	Gpx8	3653
ENSMUSG00000021763	BC067074	77358
ENSMUSG00000021764	Ndufs4	100465
ENSMUSG00000021765	Fst	6663
ENSMUSG00000021767	Kat6b	172695
ENSMUSG00000021768	Dusp13	15246
ENSMUSG00000021770	Samd8	47176
ENSMUSG00000021771	Vdac2	15333
ENSMUSG00000021772	Nkiras1	12869
ENSMUSG00000021773	Comtd1	3124
ENSMUSG00000021774	Ube2e1	49139
ENSMUSG00000021775	Nr1d2	35075
ENSMUSG00000021779	Thrb	375665
ENSMUSG00000021782	Dlg5	111969
ENSMUSG00000021785	Ngly1	62648
ENSMUSG00000021786	Oxsm	11158
ENSMUSG00000021789	Sftpa1	4666
ENSMUSG00000021790	Dydc1	19288
ENSMUSG00000021791	Dydc2	20093
ENSMUSG00000021792	Prxl2a	20050
ENSMUSG00000021794	Glud1	34540
ENSMUSG00000021795	Sftpd	12937
ENSMUSG00000021796	Bmpr1a	91955
ENSMUSG00000021797	9230112D13Rik	11182
ENSMUSG00000021798	Ldb3	62063
ENSMUSG00000021799	Opn4	9342
ENSMUSG00000021803	Cdhr1	20492
ENSMUSG00000021804	Rgr	14057
ENSMUSG00000021806	Nid2	60524
ENSMUSG00000021807	Rtraf	12475
ENSMUSG00000021809	Nudt13	22863
ENSMUSG00000021810	Ecd	28271
ENSMUSG00000021811	Dnajc9	4274
ENSMUSG00000021814	Anxa7	24875
ENSMUSG00000021815	Mss51	14036
ENSMUSG00000021816	Ppp3cb	47211
ENSMUSG00000021819	Zswim8	16069
ENSMUSG00000021820	Camk2g	59215
ENSMUSG00000021822	Plau	6727
ENSMUSG00000021823	Vcl	104280
ENSMUSG00000021824	Ap3m1	21010
ENSMUSG00000021830	Txndc16	85962
ENSMUSG00000021831	Ero1l	35487
ENSMUSG00000021832	Psmc6	19919
ENSMUSG00000021835	Bmp4	7151
ENSMUSG00000021838	Samd4	221642
ENSMUSG00000021840	Mapk1ip1l	24828
ENSMUSG00000021843	Ktn1	91448
ENSMUSG00000021846	Peli2	140067
ENSMUSG00000021848	Otx2	15970
ENSMUSG00000021850	ccdc198	25888
ENSMUSG00000021852	Slc35f4	227369
ENSMUSG00000021866	Anxa11	44650
ENSMUSG00000021868	Ppif	6312
ENSMUSG00000021870	Slmap	121765
ENSMUSG00000021872	Rnase10	3009
ENSMUSG00000021876	Rnase4	15072
ENSMUSG00000021877	Arf4	19186
ENSMUSG00000021879	Dnah12	199233
ENSMUSG00000021880	Rnase6	8281
ENSMUSG00000021884	Hacl1	42216
ENSMUSG00000021886	Gpr65	8011
ENSMUSG00000021890	Eaf1	15461
ENSMUSG00000021891	Mettl6	21432
ENSMUSG00000021892	Sh3bp5	76200
ENSMUSG00000021893	Capn7	35348
ENSMUSG00000021895	Arhgef3	288411
ENSMUSG00000021898	Asb14	20702
ENSMUSG00000021900	Btd	27524
ENSMUSG00000021901	Bap1	8496
ENSMUSG00000021902	Phf7	13628
ENSMUSG00000021903	Galnt15	33210
ENSMUSG00000021904	Sema3g	12494
ENSMUSG00000021905	Dph3	5045
ENSMUSG00000021906	Oxnad1	17791
ENSMUSG00000021907	Msmb	16346
ENSMUSG00000021910	Nisch	35873
ENSMUSG00000021911	Parg	95603
ENSMUSG00000021913	Ogdhl	26134
ENSMUSG00000021916	Glt8d1	10592
ENSMUSG00000021917	Spcs1	1848
ENSMUSG00000021918	Nek4	37446
ENSMUSG00000021919	Chat	57756
ENSMUSG00000021922	Itih4	15879
ENSMUSG00000021928	Ebpl	28699
ENSMUSG00000021929	Kpna3	74665
ENSMUSG00000021930	Spryd7	24895
ENSMUSG00000021932	Rnaseh2b	60971
ENSMUSG00000021933	Gucy1b2	63615
ENSMUSG00000021936	Mapk8	69262
ENSMUSG00000021938	Pspc1	57608
ENSMUSG00000021939	Ctsb	23463
ENSMUSG00000021940	Ptpn20	51549
ENSMUSG00000021943	Gdf10	14398
ENSMUSG00000021944	Gata4	46351
ENSMUSG00000021945	Zmym2	74884
ENSMUSG00000021947	Cryl1	123538
ENSMUSG00000021948	Prkcd	30858
ENSMUSG00000021950	Anxa8	14592
ENSMUSG00000021951	Eef1akmt1	22017
ENSMUSG00000021952	Xpo4	87911
ENSMUSG00000021953	Tdh	16747
ENSMUSG00000021957	Tkt	25591
ENSMUSG00000021958	Pinx1	59493
ENSMUSG00000021959	Lats2	56463
ENSMUSG00000021961	4930578I06Rik	18453
ENSMUSG00000021962	Dcp1a	47453
ENSMUSG00000021963	Sap18	8460
ENSMUSG00000021965	Ska3	19604
ENSMUSG00000021966	Prss52	9471
ENSMUSG00000021967	Mrpl57	3064
ENSMUSG00000021969	Zdhhc20	57575
ENSMUSG00000021972	Hmbox1	138252
ENSMUSG00000021973	Micu2	83003
ENSMUSG00000021974	Fgf9	42175
ENSMUSG00000021975	Ints9	89792
ENSMUSG00000021977	1700129C05Rik	9855
ENSMUSG00000021978	Extl3	72107
ENSMUSG00000021981	Cab39l	144785
ENSMUSG00000021982	Cdadc1	38553
ENSMUSG00000021983	Atp8a2	448296
ENSMUSG00000021986	Amer2	10507
ENSMUSG00000021987	Mtmr6	37144
ENSMUSG00000021990	Spata13	130308
ENSMUSG00000021991	Cacna2d3	816923
ENSMUSG00000021993	Mipep	120898
ENSMUSG00000021994	Wnt5a	22700
ENSMUSG00000021996	Esd	18470
ENSMUSG00000021997	Lrrc63	46580
ENSMUSG00000021998	Lcp1	98244
ENSMUSG00000021999	Cpb2	41270
ENSMUSG00000022000	Zc3h13	60055
ENSMUSG00000022002	Erich6b	54470
ENSMUSG00000022003	Slc25a30	26922
ENSMUSG00000022008	Gpalpp1	24526
ENSMUSG00000022009	Nufip1	26490
ENSMUSG00000022010	Tsc22d1	92803
ENSMUSG00000022012	Enox1	564646
ENSMUSG00000022013	Dnajc15	54247
ENSMUSG00000022014	Epsti1	98420
ENSMUSG00000022015	Tnfsf11	30600
ENSMUSG00000022016	Akap11	44564
ENSMUSG00000022018	Rgcc	12891
ENSMUSG00000022019	Tdrd3	128867
ENSMUSG00000022020	Naa16	65511
ENSMUSG00000022021	Diaph3	485859
ENSMUSG00000022021	Diaph3	485859
ENSMUSG00000022022	Mtrf1	25817
ENSMUSG00000022023	Wbp4	21585
ENSMUSG00000022024	Sugt1	47507
ENSMUSG00000022025	Cnmd	24479
ENSMUSG00000022026	Olfm4	37060
ENSMUSG00000022031	Elp3	62628
ENSMUSG00000022032	Scara5	98425
ENSMUSG00000022033	Pbk	11987
ENSMUSG00000022034	Esco2	14958
ENSMUSG00000022035	Ccdc25	29307
ENSMUSG00000022037	Clu	13066
ENSMUSG00000022039	Adam2	50406
ENSMUSG00000022040	Ephx2	40125
ENSMUSG00000022041	Chrna2	16130
ENSMUSG00000022043	Trim35	14395
ENSMUSG00000022044	Stmn4	17378
ENSMUSG00000022048	Dpysl2	65826
ENSMUSG00000022051	Bnip3l	23640
ENSMUSG00000022052	Ppp2r2a	58390
ENSMUSG00000022053	Ebf2	197334
ENSMUSG00000022054	Nefm	42258
ENSMUSG00000022055	Nefl	5234
ENSMUSG00000022056	Adam7	36355
ENSMUSG00000022057	Adamdec1	18717
ENSMUSG00000022061	Nkx3-1	4026
ENSMUSG00000022064	Pibf1	154588
ENSMUSG00000022066	Entpd4b	30098
ENSMUSG00000022070	Bora	28165
ENSMUSG00000022074	Tnfrsf10b	16941
ENSMUSG00000022075	Rhobtb2	20648
ENSMUSG00000022076	Klhl1	416368
ENSMUSG00000022085	Pebp4	219500
ENSMUSG00000022089	Bin3	38103
ENSMUSG00000022090	Pdlim2	13465
ENSMUSG00000022091	Sorbs3	28446
ENSMUSG00000022092	Ppp3cc	71575
ENSMUSG00000022094	Slc39a14	47958
ENSMUSG00000022095	Fam160b2	16541
ENSMUSG00000022096	Hr	19494
ENSMUSG00000022097	Sftpc	3130
ENSMUSG00000022098	Bmp1	45632
ENSMUSG00000022099	Dmtn	33865
ENSMUSG00000022100	Xpo7	112384
ENSMUSG00000022101	Fgf17	6067
ENSMUSG00000022102	Dok2	7538
ENSMUSG00000022103	Gfra2	89720
ENSMUSG00000022105	Rb1	130322
ENSMUSG00000022106	Rcbtb2	64982
ENSMUSG00000022108	Itm2b	23065
ENSMUSG00000022109	Med4	8813
ENSMUSG00000022110	Sucla2	43479
ENSMUSG00000022111	Uchl3	42133
ENSMUSG00000022112	Gpc5	1432911
ENSMUSG00000022113	Trim52	29662
ENSMUSG00000022114	Spry2	4874
ENSMUSG00000022119	Rbm26	62339
ENSMUSG00000022120	Rnf219	45098
ENSMUSG00000022122	Ednrb	29779
ENSMUSG00000022123	Scel	99457
ENSMUSG00000022124	Fbxl3	19317
ENSMUSG00000022125	Cln5	7414
ENSMUSG00000022126	Acod1	9598
ENSMUSG00000022129	Dct	39397
ENSMUSG00000022130	Tgds	20835
ENSMUSG00000022131	Gpr180	26105
ENSMUSG00000022132	Cldn10	86618
ENSMUSG00000022136	Dnajc3	43723
ENSMUSG00000022139	Mbnl2	156030
ENSMUSG00000022141	Nipbl	153848
ENSMUSG00000022142	Nup155	51976
ENSMUSG00000022144	Gdnf	26731
ENSMUSG00000022146	Osmr	61394
ENSMUSG00000022148	Fyb	83435
ENSMUSG00000022149	C9	53426
ENSMUSG00000022150	Dab2	140926
ENSMUSG00000022151	Ttc33	32813
ENSMUSG00000022155	Mroh2b	63065
ENSMUSG00000022156	Gzme	3001
ENSMUSG00000022157	Mcpt8	3056
ENSMUSG00000022159	Rab2b	17788
ENSMUSG00000022160	Mettl3	10289
ENSMUSG00000022174	Dad1	18627
ENSMUSG00000022175	Lrp10	7362
ENSMUSG00000022176	Rem2	4333
ENSMUSG00000022177	Haus4	12578
ENSMUSG00000022178	Ajuba	10088
ENSMUSG00000022179	4931414P19Rik	22332
ENSMUSG00000022180	Slc7a8	59723
ENSMUSG00000022181	C6	83313
ENSMUSG00000022184	Fbxo4	14130
ENSMUSG00000022185	Acin1	44772
ENSMUSG00000022186	Oxct1	128963
ENSMUSG00000022191	Drosha	110477
ENSMUSG00000022193	Psmb5	3905
ENSMUSG00000022194	Pabpn1	4685
ENSMUSG00000022195	6030458C11Rik	16474
ENSMUSG00000022197	Pdzd2	296595
ENSMUSG00000022199	Slc22a17	6801
ENSMUSG00000022200	Golph3	29958
ENSMUSG00000022201	Zfr	67854
ENSMUSG00000022203	Efs	9495
ENSMUSG00000022204	Ngdn	8685
ENSMUSG00000022205	Sub1	14721
ENSMUSG00000022206	Npr3	65745
ENSMUSG00000022208	Jph4	10111
ENSMUSG00000022209	Dhrs2	19430
ENSMUSG00000022210	Dhrs4	11584
ENSMUSG00000022211	Carmil3	17623
ENSMUSG00000022212	Cpne6	6988
